organization number,orgnum of the chain,orgnum of rented property's owner
984770154,,
984770235,,
984779860,878620852,925335894
984786840,,
984786948,,984760876
984800703,,
984810946,,
984811977,,
984823525,,982302463
984875843,,
984896212,,
984904037,,976505379
984914458,986554270,999244564
984914571,986554270,999244564
984914598,986554270,999244564
984917856,,
984927185,,
984929978,,
984933908,986554270,970534644
984937253,,
984942567,,984907273
984944756,,980175499
984962924,,
984967608,,999999999
984985525,878620852,925335894
985019347,,
985034850,997888049,
985060649,,
985071969,,
985085536,,
985093474,,
985094268,,
985131678,,
985138907,986554270,999244564
985140340,,
985165912,,985046646
985193452,,981548183
985202303,,
985202354,,
985216312,878620852,925335894
985219648,,
985256616,,
985271844,993314862,998167531
985314462,,
985323852,,964505616
985330492,991926577,989932454
985332517,,
985334641,,
985352771,989916998,
985361207,,
985366853,878620852,925335894
985406669,,
985439605,,
985465568,,
985473730,,
985487340,,
985488568,991926577,989932454
985488703,991926577,989932454
985488886,,
985495130,,
985499748,,885452922
985499896,,
985535515,878620852,925335894
985545057,,
985554471,,
985574324,,915659993
985578850,,979656785
985616507,,921060440
985616949,,814325202
985623864,,
985624038,,913011538
985669864,,
985669872,,
985688265,938641862,985654182
985695636,,992822120
985698023,,
985709645,,
985713553,,876986612
985717656,,
985770166,,
985773017,,
985774811,,
985787220,,815191722
985796718,,
985796742,,
985802246,,
985802416,,896276182
985812195,,
985820449,,
985821852,,
985828873,986554270,999244564
985840202,,
985858713,989065971,
985862176,,912259226
985865086,,974778742
985868123,919993103,
985874727,,983081932
985881820,991926577,989932454
985890463,,985221243
985908265,878620852,992380632
985917981,,976993241
985921636,,
985936897,,
985940398,,
985952787,,923202935
985956839,,990540624
985978387,,
985988951,,970025650
985998795,,
986032479,,
986062777,,
986083081,,
986091947,,
986092145,,
986094067,,
986101675,,994861891
986103082,998514983,
986103139,998514983,
986112421,,
986112448,,982345197
986119698,878620852,
986120971,,972418048
986131523,946272620,
986136215,986554270,999244564
986136258,986554270,979948492
986154086,878620852,925335894
986166041,,988578827
986167897,878620852,925335894
986170820,,
986209077,,927603934
986209638,971486791,876820722
986213376,986721924,992061758
986213678,,
986251987,,
986253629,,
986282114,878620852,925335894
986286683,938641862,986275142
986290389,986554270,996920917
986335714,878620852,925335894
986344632,,
986357173,871497052,
986373675,,986365524
986375910,,
986383670,,983971636
986383719,,983971636
986383778,,983971636
986383794,,983971636
986421750,912450716,
986423419,878620852,
986434283,,
986460047,,
986461078,,
986496149,,
986514031,,
986517642,,
986536019,,
986545271,,
986559426,,
986564721,878620852,925335894
986582282,,
986611134,993314862,916208626
986614109,,
986618066,985996296,985996296
986620796,,
986632484,,
986633421,,916356943
986647406,,
986661999,,
986670947,,
986691987,878620852,
986697853,986554270,999244564
986701419,,
986707093,,
986707395,,
986707700,,
986708251,991926577,915165974
986767576,,
986769595,,971253924
986769641,,
986792341,979737459,926580566
986820086,,
986829121,,994684841
986838880,,986838880
986839658,,
986848266,,971561335
986849386,,
986850155,878620852,925335894
986858997,991926577,915165974
986859632,878620852,925335894
986862374,,
986863834,,
986877711,,
986878327,,
986896724,938641862,986796827
986896848,938641862,986796797
986898190,,
986900233,992598778,
986904085,,
986911081,986554270,999244564
986914374,,
986916601,989065971,
986927301,,
986933549,991926577,989932454
986933565,991626577,989932454
986948260,991926577,989932454
986951016,,
986952861,,
986952926,,
986963413,916751249,981448561
986968164,,
986974873,,987591005
986979085,979737459,995733226
986993282,938641862,986876251
987001003,991926577,
987004436,,
987013060,878620852,
987013354,,875593102
987013958,,985658099
987017422,938641862,986986561
987019530,,
987021152,,
987040017,,
987040858,,971078855
987045833,,
987046074,,
987046279,,987625767
987046635,,
987055421,,
987057912,,992976845
987058285,,
987059648,878620852,925335894
987067276,,
987070862,,
987078537,,
987099607,,942875967
987109963,,
987110201,,921432380
987110902,,
987117575,993314862,923080295
987120975,878620852,925335894
987126531,,
987128321,,
987130008,,
987133767,,
987146192,,974778742
987167114,,
987174382,,
987176520,,
987186313,878620852,925335894
987203129,,
987214244,,
987219963,,995041111
987224576,,
987247738,971272643,920125298
987254432,,976988132
987255110,919147857,
987278595,986554270,999244564
987280107,878620852,925335894
987337737,,954745708
987374446,938641862,987365390
987380594,,
987381035,938641862,987365404
987381051,938641862,987365420
987387084,,
987415959,,
987424680,,
987431911,986554270,999244564
987445394,878620852,925335894
987456698,991926577,
987463651,,
987463902,,987440597
987495065,,
987496231,938641862,987450916
987517700,,
987532874,,
987535407,,
987549912,979737459,995733226
987577401,,
987583134,,
987589507,,
987595426,878620852,925335894
987610735,938641862,874780782
987636254,,995980762
987639105,978605702,987213450
987644788,996820645,997020529
987646705,,
987697164,974533588,230763480
987704047,,
987711175,,
987711779,878620852,925335894
987723068,980907457,960099826
987723165,980907457,943756813
987730897,,
987730951,938641862,887705852
987739061,987690062,990653429
987744502,,
987751894,,976993357
987752149,,
987761636,,
987766530,,
987785411,,954597482
987791047,878620852,912156508
987801638,,
987805331,,
987805420,,
987806028,,
987806230,991926577,989932454
987811412,,983602134
987817305,,
987828528,938641862,992337141
987847069,878620852,925335894
987849096,878620852,925335894
987850027,938641862,887803692
987854197,878620852,925335894
987861649,,
987864915,,
987872187,911561603,996186970
987879734,938641862,887864292
987913592,,
987914637,997999231,997157737
987917261,,
987925396,,
987948604,,
987957174,,
987973420,,
987976926,,
987986530,,992562862
987992921,938641862,
988000248,,
988001317,,
988006513,878620852,925335894
988007196,690033590,
988008222,938641862,
988009180,986554270,922698058
988010898,,
988012440,,
988013447,,
988016497,,
988019364,878620852,878620852
988027014,,
988060429,,
988081140,,974778742
988103047,,
988109584,,
988116246,991926577,989932454
988116459,991926577,989932454
988125954,,
988127299,,
988163236,938641862,988043311
988170011,,
988174661,,
988180866,938641862,988168246
988182443,,
988215651,,
988215872,997888049,
988226750,,
988228303,878620852,925335894
988230693,991926577,
988230707,991926577,
988231401,,971491264
988250007,991926577,894166762
988255947,,980374505
988267651,938641862,988252506
988267740,938641862,988252441
988288039,,
988289388,,
988301248,991926577,989932454
988303232,,
988312746,,
988313785,,
988315087,879439582,
988317314,,
988320684,993314862,916092008
988322849,,
988339490,878620852,925284130
988340758,987980222,983669552
988345482,,
988348899,878620852,925335894
988359564,878620852,984506929
988362484,,
988364630,,
988370592,,995529955
988371114,,
988373613,986554270,999244564
988378518,,
988387207,986554270,999244564
988388440,,
988391964,,
988405280,,
988405906,,991449353
988410756,,
988414557,,
988429619,,
988435074,,
988435112,,
988446130,,
988462985,,992707496
988471011,,
988479853,,
988482633,991926577,989932454
988484539,,
988487376,891492642,824875782
988487465,,
988495220,,
988501239,,
988504483,,923547150
988509647,988014656,980876883
988514985,,
988515027,878620852,926003089
988516406,,979496788
988517585,,
988529036,,
988532665,,
988532703,,
988532754,,
988533386,,
988538744,878620852,977037239
988541222,,
988542296,938641862,922043493
988554626,,
988555118,878620852,925335894
988557390,998514983,
988558869,,911757796
988565563,,
988578088,,
988582468,,
988592765,,
988592846,,
988593451,,
988599174,,
988604038,,
988611336,,
988615862,938641862,988605204
988615889,938641862,988605247
988629626,878620852,826157062
988632260,,
988642436,,
988653519,,
988654833,,
988667323,,
988715425,946272620,
988721239,,
988723428,,994186191
988724750,,
988725285,938641862,988717843
988725919,938641862,988717932
988726206,,971337435
988728144,,
988730491,,917891591
988735248,,
988736686,,
988741795,991926577,989932454
988745405,991926577,989932454
988761532,888683402,
988772569,878620852,971307374
988772623,,
988777404,916751249,
988778591,971272643,
988801437,938641862,988792160
988801585,938641862,988792187
988801593,991926577,
988820628,,
988835625,,
988841641,878620852,925335894
988859680,,
988859745,,
988860298,,
988875945,,
988875961,,
988880086,,
988893293,,
988897523,,
988900303,916352212,
988930423,,
988945102,,989570285
988956848,,995253208
988957860,,988883050
988968595,,922984735
988968676,979737459,995733226
988968692,979737459,916666837
988973718,,
988973785,,
988988103,,
988988294,,
988992054,,
988993174,,876820722
988994227,,975950662
988997110,,
988997218,,
988997609,,
989000470,,988910155
989000535,,
989009427,,989229575
989012037,986554270,999244564
989012088,986554270,999244564
989042815,,291272386
989064193,,
989093541,,
989093681,,
989094092,,
989094335,,
989094688,,
989094874,,
989097253,,
989097296,,
989102702,,
989118528,989065971,
989124986,,
989154974,991926577,
989158090,,
989158147,,
989178083,,
989281615,,885256562
989288741,989261657,980876883
989297937,886308922,
989303368,,
989303511,878620852,925335894
989304879,938641862,989117408
989305026,938641862,989117386
989305050,938641862,989117378
989305174,938641862,989117343
989305425,938641862,989117424
989318764,,812637312
989322028,979737459,995733226
989322052,979737459,995733226
989324977,,976993403
989331558,,984081049
989333224,,
989342185,,
989356690,,
989373595,,
989408577,,
989414186,,995969882
989420518,,971387378
989427849,938641862,989308009
989427946,938641862,989308130
989441183,995742187,990833850
989442147,938641862,889321202
989481584,,
989482181,,
989491024,,
989491482,,971478195
989515454,878620852,925335894
989531409,,
989536338,,976991249
989540637,,
989540769,991926577,989932454
989543482,986554270,922698058
989570137,,982286875
989586696,991926577,989932454
989589199,,979513623
989595113,917891702,989557629
989596373,,
989596691,991926577,
989616005,,
989625489,,990992606
989625934,878620852,925335894
989628089,,971448938
989634488,,
989639463,,
989658611,,983948405
989662031,938641862,993731250
989662678,,
989689444,,
989715593,878620852,988869651
989727168,,
989744038,,
989750623,,
989753908,,
989755498,878620852,925335894
989759345,881949482,
989760351,,
989767305,,
989800795,,989769995
989820109,989763520,
989820729,,
989821059,938641862,889544902
989824716,938641862,989579258
989826956,,
989836048,,
989856472,,989690272
989857746,938641862,989603728
989861069,991926577,989932454
989875906,991926577,989932454
989875922,991926577,989932454
989916432,878620852,
989931865,,889867582
989933973,,970534644
989939408,,
989939645,,
989944487,971272643,
989945076,,
989946056,671272643,
989952501,,
989957341,,
989962655,,
989964682,878620852,925335894
989965603,878620852,925335894
989965646,878620852,925335894
989976621,,
989980963,991926577,989932454
989981277,958673027,
989981501,957109713,
989981544,,
990006598,,
990011400,938641862,989925660
990011540,938641862,989925687
990020310,,
990021449,,
990028427,,
990032270,993314862,927145383
990032610,938641862,989925717
990033277,,981678826
990040370,,
990040753,,
990041032,,
990059659,,
990060843,,
990065144,,
990081891,,
990082529,,
990102848,,
990104964,,989882341
990106649,991926577,989932454
990114927,,
990129916,,
990133670,878620852,
990137455,,
990160678,985134847,
990167249,,
990174733,,
990178216,,
990179255,,
990215723,986554270,996920917
990221863,,
990233977,,
990236445,,
990240981,878620852,
990255857,,
990258651,938641862,890224792
990258996,938641862,990224676
990259011,938641862,990224722
990259909,938641862,990224528
990260249,,
990265631,878620852,988306452
990269548,,
990285098,,
990295891,,
990303398,986554270,999244564
990307164,,980626113
990321051,,984907273
990321310,,123456789
990328269,,
990333963,,
990347352,,
990367701,886308922,
990384177,,
990387915,938641862,989321188
990393125,991926577,989932454
990393478,991926577,989932454
990404240,,
990450471,985072825,990407592
990451060,,
990472386,938641862,890399142
990524424,878620852,925335894
990527288,,
990528195,,
990535051,993314862,999149383
990537232,,
990548447,,991730168
990551111,986554270,912021459
990559643,998514983,
990580685,993314862,977326982
990597448,986554270,922698058
990608083,,
990613508,,
990618607,,
990619360,,
990629544,,971378719
990635285,,921550065
990635498,,994314726
990636850,979493819,997587332
990642508,,
990656568,989261657,980876883
990664005,881949482,971582820
990664048,886308922,990598975
990669449,,
990681457,989763520,
990714878,,
990716722,,
990721696,938641862,990674817
990721726,938641862,990674809
990726035,,
990733481,,
990737320,991926577,989932454
990739609,938641862,990675244
990739617,938641862,990674833
990739714,,
990746257,,976998146
990747644,878620852,925335894
990749914,878620852,925335894
990751749,991926577,885277802
990753547,989065971,
990753695,,
990756481,986554270,922698058
990761809,,
990799431,,
990802025,,
990805466,,
990810427,991926577,989932454
990821933,938641862,886646682
990835292,991926577,989932454
990839778,971272643,980019578
990839891,971272643,
990847924,,
990860459,,
990882983,993314862,919164786
990887934,938641862,890845452
990894426,938641862,990845549
990894507,938641862,990845980
990895023,938641862,990846022
990896399,938641862,990846065
990896577,,970028935
990899029,,
990900019,938641862,990845492
990906955,,989163965
990907412,,
990914710,987716037,
990914842,987716037,
990915113,971583088,964338531
990918880,986554270,922698058
990928525,989065971,982972965
990940045,971272643,
990955131,,991291296
990972850,,925880876
990983534,938641862,890935052
990983542,938641862,990935092
991010548,,
991012621,938641862,987573066
991019790,971272643,
991037314,938641862,990978603
991041192,,
991042148,,
991046224,989065971,
991053298,,
991080724,879437582,
991088393,,
991103813,878620852,925335894
991111298,,974799189
991120017,,
991127976,,
991152970,,
991155686,,
991163034,,
991189874,,
991190880,991926577,989932454
991191712,991926577,989932454
991194401,938641862,991127445
991194746,938641862,
991194800,938641862,991127372
991201009,,
991208216,878620852,
991209557,938641862,991161643
991209751,878620852,925335894
991233172,,
991233792,993314862,911853329
991239022,,979251106
991241043,938641862,991174052
991262865,,
991273069,,969149230
991276939,,
991287388,878620852,
991297626,938641862,991247599
991298207,938641862,991247645
991299319,,
991323104,,938679177
991343083,938641862,991282106
991343474,938641862,991282157
991343628,,
991361057,,
991369058,986554270,922698058
991371907,,
991380485,,969692384
991380507,988256455,
991391843,,
991399364,,
991405801,,
991414258,991926577,989932454
991418776,,
991418784,985996296,985996296
991419063,,
991419187,,
991419543,,
991420150,,
991420169,,
991420177,,
991424725,938641862,991366350
991424806,938641862,991366377
991431411,,
991432272,,
991432477,,
991432914,,
991435603,,
991436103,,
991437207,,
991437312,,
991437908,,
991438505,,
991439005,,
991439811,,
991440968,,
991442677,,
991443339,,
991443975,,
991444416,,
991452451,946272620,
991458476,,
991479996,,
991486941,878620852,
991496416,,
991497064,,
991500766,,984735731
991511105,,
991532099,,
991542221,,
991542612,878620852,925335894
991544593,993312444,990049963
991552758,,
991555749,,
991560653,938641862,991538984
991566422,986554270,996920917
991568786,,
991570497,,
991575863,,
991581189,886308922,991421270
991581383,,
991584234,,
991592040,,
991599339,,
991599355,,
991600884,,
991604863,,916852215
991606521,,
991620281,,
991626557,971646861,
991636617,,
991642145,991926577,
991647597,,
991647724,,
991647767,,
991647775,,
991647783,,
991648690,,
991648704,,
991652493,878620852,
991658009,993312444,987591579
991661077,,998884748
991662634,,980300714
991669396,,123456789
991673903,,
991679529,989065971,813124122
991691111,,
991695664,,
991696830,,
991702253,,
991714030,,
991726004,,
991734295,998514983,
991734341,998514983,
991740627,971646861,
991743944,986554270,999244564
991744568,,
991746358,,920125298
991755314,938641862,991676686
991767886,,
991773002,,
991773096,,
991796177,938641862,990986886
991843876,,998377528
991848436,878620852,925335894
991858733,,939467203
991862153,,964338531
991875417,938641862,995668505
991875441,938641862,
991895299,912450716,
991943854,,
991948589,878620852,925335894
991956484,938641862,991890947
991956514,938641862,991890904
991963170,,
991963650,,
991964118,,
991997210,,
991998705,,
991999108,948554062,
992026650,,
992042400,878620852,923454209
992066458,,
992071435,,
992083069,,
992086696,989065971,
992089512,878620852,
992097965,971646861,913362667
992098171,938641862,992029757
992098570,938641862,
992098783,938641862,992029730
992098899,938641862,992029897
992098910,938641862,992029943
992098929,938641862,
992099801,,
992120967,,
992140682,998514983,
992141646,,
992159251,,
992173629,,977483689
992179880,992077948,971513217
992179929,992077948,
992181486,,
992183705,,927835304
992193603,,
992203897,991926577,989932454
992205113,991926577,989932454
992206365,991926577,989932454
992210249,,
992217316,,992208031
992217723,,
992217731,,
992223162,991926577,989932454
992232196,,
992250216,996820645,997020529
992251344,,
992254106,991926577,915165974
992255862,,
992258462,,
992263431,,
992273178,938641862,
992273259,938641862,992220333
992273526,992208430,917891591
992282568,,
992284641,,
992301872,971272643,
992328827,,
992332336,,
992336943,938641862,992277777
992366389,,
992367008,,992361115
992368292,971646861,914748569
992382643,,
992387726,,
992391219,986554270,
992408707,878620852,925335894
992413034,878620852,992625635
992433833,,980984052
992461489,991926577,989932454
992462310,991926577,
992467142,,
992471174,878620852,925335894
992473533,,
992473584,,
992482273,991926577,989932454
992501774,,
992506652,,
992527587,989087282,971332026
992527684,989087282,820852982
992527722,989087282,975641708
992536535,986554270,999244564
992539712,,
992540508,,947456415
992547081,971646861,
992552603,,
992552980,,
992559667,984685920,
992571659,,
992571691,,
992571756,,
992577827,,
992581328,,
992584440,,
992585277,,
992589817,,871491232
992592591,998514983,
992593865,938498318,
992594098,971646861,
992598131,,999999999
992618108,,915344127
992624620,878620852,925335894
992627166,,
992661135,,948611988
992668164,,
992685530,,
992686073,,
992686111,,
992695250,,982551358
992699574,,
992706163,,
992728337,,
992733519,,
992736046,938641862,992684925
992736569,992725982,
992741945,938641862,892699682
992748583,,992306033
992753153,,
992760877,986554270,999244564
992763809,,
992769467,878620852,925335894
992769475,878620852,925335894
992772581,,
992779373,,
992779632,,991710582
992781521,971646861,
992781556,971646861,
992781580,971646861,
992782765,878620852,
992786884,,
992788763,,
992792507,,
992794291,,
992810971,878620852,925335894
992814764,,
992818727,,
992820349,938641862,992784210
992821167,938641862,
992824727,,
992828188,938641862,992786361
992833033,991926577,992864206
992835559,,
992838787,,
992839902,,994251651
992840196,991926577,990586152
992843551,991926577,989932454
992843578,991926577,989932454
992851325,,999999999
992854677,,889867582
992857005,,
992858257,,
992862807,,
992867213,,
992871172,,
992875194,991926577,992864206
992876891,,
992877553,985996296,985996296
992880554,,
992908319,,999999999
992922893,878620852,925335894
992924934,,
992927720,,
992953403,,
992962798,,
992968028,,
992979933,,
992980427,979737459,995733226
992990333,,
992998245,971272643,
993001481,,
993003301,,
993008036,938641862,992994568
993017914,986554270,999244564
993018155,,
993020540,,
993033898,,
993066494,,
993098396,,
993106631,,
993131075,,899631862
993154504,,
993156434,938641862,993108332
993162604,,
993176087,,
993180254,,
993193968,986554270,
993221473,878620852,925335894
993233994,938641862,993194735
993239372,,
993252557,878620852,925335894
993266043,,
993266361,,987256567
993268755,938641862,993255394
993270415,,980484424
993288012,,
993294977,979737459,926580639
993299340,938641862,893289542
993315524,916352212,
993336122,,
993371696,,
993372994,,
993388513,,
993393916,,
993397970,,
993397997,,
993400394,,
993406597,,
993420387,,
993423246,,
993428841,,976991982
993433187,,
993433438,,
993439495,,
993439584,,
993439592,,
993445835,878620852,925335894
993447137,,
993452580,989400797,970169717
993454443,878620852,
993456519,,989027239
993467294,,
993481947,,977245532
993487902,,
993492604,,
993504149,,914588545
993506095,,
993508500,,
993512575,,
993512591,,
993525448,984685920,971577061
993526975,,
993528501,878620852,925335894
993530026,912450716,997504488
993556920,,
993564133,,
993576131,,
993593001,,
993595144,938641862,893574352
993601918,878620852,
993605182,,
993610089,,
993629138,,
993632252,,
993633208,,971491043
993638943,886308922,990699275
993754994,,
993780448,,925996432
993800007,971272643,874778702
993804703,,979607229
993814466,,
993818666,989916998,
993856649,,
993885339,,
993891231,938641862,993885045
993891525,938641862,
993895660,974533588,
993898740,,
993898848,,
993903442,,993371262
993910317,,956114233
993912751,,987851147
993918474,,
993921890,993314862,
993945609,878620852,925335894
993958808,,
993959197,,
993966703,,
993979686,878620852,
993997633,,
994004840,,
994004956,,
994043099,,
994048430,991926577,
994048686,991926577,992864206
994064452,,
994099612,,
994099647,,
994143891,878620852,
994150901,,999999999
994153323,,
994153455,,
994160214,,
994173200,,
994174525,,
994182382,986554270,
994203584,,
994214217,988256455,
994214500,,
994215574,,
994220934,,
994225898,,
994233262,,977391156
994233742,,
994234331,878620852,
994235222,878620852,925335894
994243780,,
994249622,,
994264303,971272643,
994274406,,918794034
994274465,919714743,
994275925,,
994290614,,956971322
994294563,,
994295314,,
994295470,,
994298267,986721924,919966343
994298356,986721924,994765388
994298399,,
994310631,951103217,971278374
994323849,916342152,
994338471,991926577,989932454
994349511,938641862,994328239
994349864,878620852,925335894
994349880,921967233,
994357263,989263129,995158884
994374451,,
994375911,,
994379194,,985160570
994393103,,
994393391,,
994394215,,
994394339,,
994408127,,
994408860,,
994416162,,
994441116,938641862,989544810
994451464,,
994454420,,
994454439,,
994459082,,
994461575,946272620,
994464000,,999999999
994468642,,
994470426,,
994490664,,971221712
994506404,938641862,994490710
994508091,,987508981
994519204,,
994549448,878620852,925335894
994553674,,
994558323,938641862,994536478
994568612,,
994593110,971646861,914748569
994597655,993314862,999149383
994614371,938641862,989308084
994615793,,
994656198,,918995528
994657887,,
994657925,,
994657984,,
994708007,938641862,994698052
994708457,938641862,994697994
994747428,,
994790463,,971277777
994862200,911561603,996186970
994864653,,
994875698,,992573597
994888498,921967233,
994891073,,998195888
994900102,987690062,990653429
994902903,,976995155
994903004,,992707496
994914200,,
994914421,,879251982
994914707,,
994915274,,
994915959,,
994919318,878620852,
994936115,,
994939564,,
994939610,,
994941488,991926577,992864206
994945645,,
994946811,,
994947362,,
994951939,,
994953834,,
994954059,,
994954113,,
994954253,,
994955268,,
994965263,,
994966065,,
994987283,,
995004186,,
995006456,878620852,925335894
995015412,,969621711
995031256,938641862,995011530
995031280,938641862,993467049
995050617,,
995050897,,
995051265,,
995060604,878620852,
995063204,878620852,925335894
995068516,,
995068656,,
995070146,,
995071851,,
995078562,,
995078651,,
995078732,,
995079151,,
995085135,,
995085232,,
995091291,,
995093049,,
995093073,,
995096471,,955205278
995107716,,
995108186,,
995108208,,
995108216,,
995109735,,971340355
995110199,,130372228
995119560,,
995141639,,
995200007,,
995212684,,
995226855,,
995248247,976108884,976108884
995293382,938641862,995282704
995293404,938641862,
995305097,,
995319101,,971492627
995364549,,
995367637,,
995370530,878620852,925335894
995371499,,
995381036,,
995388278,,
995410338,,
995412772,878620852,925335894
995412780,878620852,925335894
995435748,971646861,914748569
995443449,986554270,996920917
995453924,,
995467046,971272643,874778702
995467402,971272643,994853503
995467445,,
995469332,988256455,
995478528,938641862,895435902
995489422,,
995501805,,
995513471,,
995535637,938641862,995524341
995563975,991926577,989932454
995598477,938641862,895588652
995610124,,
995613514,,
995613662,,
995619946,878620852,925335894
995622572,,
995624079,991926577,
995625679,,
995631806,,
995648512,,995477610
995652137,993312444,994871323
995657813,878620852,977110912
995663597,991926577,989932454
995667541,,
995671298,,
995680696,,995574276
995695723,,
995714868,,974246538
995737299,,
995737329,986554270,922698058
995737345,986554270,922698058
995737353,986554270,922698058
995746999,990833850,
995781638,,
995788292,878620852,
995792486,987690062,990653429
995835827,,
995849623,,
995849658,,
995895935,979737459,995733226
995921499,878620852,
995965747,,
995967707,878620852,925284076
995983656,,
995994259,938641862,995985683
996000389,,
996000540,,
996001253,,
996004783,,
996005364,,
996006158,,976992512
996006344,,996006344
996016676,986554270,
996028364,,993908355
996077004,991926577,896069012
996081222,,
996081656,938641862,996073440
996113639,878620852,971493658
996140172,986554270,999244564
996162893,938641862,996153444
996173860,971646861,914748569
996194361,986554270,996920917
996194388,986554270,996920917
996194396,986554270,996920917
996194434,986554270,996920917
996194442,986554270,996920917
996215350,,821374332
996222055,878620852,
996236498,938641862,896152912
996258661,938641862,
996271676,986554270,999244564
996281051,,971492031
996311783,878620852,
996314901,,
996318567,,
996371786,878620852,990773009
996396169,980907457,974530937
996398358,938641862,996373940
996410609,,971503424
996426874,,
996437752,938641862,996426823
996451151,,
996470652,,
996472027,,995306050
996489957,,989284401
996566528,878620852,925335894
996641171,,924276991
996654184,,
996675262,,
996675270,,
996705455,,
996709019,986554270,
996709604,989083147,
996741389,,
996774929,878620852,925335894
996788695,986554270,996920917
996788717,986554270,953955083
996788733,986554270,999244564
996789101,986554270,988212024
996789136,986554270,996920917
996789209,986554270,996920917
996789217,986554270,996920917
996789233,986554270,996920917
996789241,986554270,996920917
996789268,986554270,996920917
996789276,986554270,996920917
996789284,986554270,917664609
996797864,,
996833127,988256455,
996843254,938641862,996830772
996908739,991926577,
996968529,878620852,925335894
997010329,878620852,
997010345,878620852,
997019814,,944372172
997036964,,
997115953,,
997120973,,
997143019,997126971,
997173848,,
997183479,886308922,
997197690,924058625,922835683
997235541,,
997287932,,
997298918,,
997301986,987980222,983669552
997325753,979493819,964338531
997376366,,
997453964,986554270,991391290
997458435,988256455,
997466152,991926577,
997478657,986554270,915070434
997478673,986554270,998700000
997524705,913307062,
997541359,878620852,925335894
997553152,,
997571673,979737459,927123126
997601505,,
997618769,,
997628306,,999999999
997638034,,994272942
997645545,878620852,
997663195,,
997700953,878620852,
997702883,,
997709241,,
997709268,,
997724704,,
997777476,,
997813553,878620852,970446257
997824849,,991069097
997827910,,948483750
997838122,,999999999
997939042,,
997964853,878620852,
997982568,938641862,993731250
998010942,997999231,
998028752,,
998051673,,
998061563,,
998167418,,
998175976,878620852,925335894
998178991,912450716,
998199948,,
998271959,,984841620
998274168,986721924,
998292298,986554270,
998298962,,985012296
998310881,878620852,925335894
998364531,,
998374103,,
998380537,,
998393647,,
998400597,,856226182
998432847,878620852,925335894
998438942,878620852,
998439086,878620852,
998439108,878620852,
998440629,878620852,925335894
998458757,,
998491959,,
998505747,,
998542553,878620852,
998547180,878620852,925335894
998572533,986554270,999244564
998578310,,
998608864,,
998624584,985265615,989182498
998624630,985265615,989182498
998632390,,
998633923,938641862,998599970
998639476,,
998650097,,936641377
998674905,,
998689368,,
998696666,,
998710030,,
998713528,,
998717884,938641862,998708931
998730856,,
998736250,,
998754461,,
998769620,993314862,940155045
998881390,,979408439
998883636,,
998923808,,922850097
998991250,938641862,991982434
999019102,878620852,925335894
999050603,,
999069312,878620852,925335894
999103782,913798759,
999112110,,
999211240,,971255838
999219861,,
999259057,,
999274811,938641862,999238610
999297404,971646861,
999321321,,
999324657,,
999336752,,
999339107,,
999339166,,
999339212,,
999348556,,
999609775,,
999640869,878620852,
999669514,,
