organisasjonsnummer,status,navn,hjemmeside,registreringsdatoEnhetsregisteret,registrertIMvaregisteret,frivilligMvaRegistrertBeskrivelser,antallAnsatte,harRegistrertAntallAnsatte,stiftelsesdato,registrertIForetaksregisteret,registrertIStiftelsesregisteret,registrertIFrivillighetsregisteret,sisteInnsendteAarsregnskap,konkurs,underAvvikling,underTvangsavviklingEllerTvangsopplosning,maalform,vedtektsdato,vedtektsfestetFormaal,aktivitet,organisasjonsform_kode,organisasjonsform_beskrivelse,organisasjonsform__links_self_href,postadresse_land,postadresse_landkode,postadresse_postnummer,postadresse_poststed,postadresse_adresse,postadresse_kommune,postadresse_kommunenummer,naeringskode1_kode,naeringskode1_beskrivelse,hjelpeenhetskode_kode,hjelpeenhetskode_beskrivelse,forretningsadresse_land,forretningsadresse_landkode,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_adresse,forretningsadresse_kommune,forretningsadresse_kommunenummer,institusjonellSektorkode_kode,institusjonellSektorkode_beskrivelse,_links_self_href,naeringskode2_kode,naeringskode2_beskrivelse,naeringskode3_kode,naeringskode3_beskrivelse,slettedato,konkursdato,overordnetEnhet,_links_overordnetEnhet_href,underAvviklingDato
975950662,,FORSVARSBYGG,www.forsvarsbygg.no,1995-12-18,True,['Utleier av bygg eller anlegg'],1818.0,True,,False,False,False,,False,False,False,Bokmål,,,"['Offentlig eiendomsforvaltning, bygg- og anleggsvirksomhet. Rådgivning', 'knyttet til fysisk sikring.']",ORGL,Organisasjonsledd,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/ORGL,Norge,NO,0103,OSLO,['Postboks 405  Sentrum'],OSLO,0301,84.220,Forsvar,,,Norge,NO,0151,OSLO,['Grev Wedels plass 5'],OSLO,0301,6100,Statsforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/975950662,,,,,,,972417823,https://data.brreg.no/enhetsregisteret/api/enheter/972417823,
988535060,,VESTRE ROSTEN 77 AS,,2005-08-23,True,['Utleier av bygg eller anlegg'],,False,2005-08-09,True,False,False,2022,False,False,False,Bokmål,2014-08-27,"['Oppføring av nybygg, utleie og drift av fast', 'eiendom og alt hva hermed står i forbindelse, samt gjennom', 'aksjetegning eller på annen måte delta i annen virksomhet. Selskapet', 'skal i tillegg kunne tilby konsulentbistand, bygge- og', 'entreprenørvirksomhet tilknyttet lokalene som leies ut av selskapet.']","['Oppføring av nybygg, utleie og drift av fast', 'eiendom og alt hva hermed står i forbindelse, samt gjennom', 'aksjetegning eller på annen måte delta i annen virksomhet. Selskapet', 'skal i tillegg kunne tilby konsulentbistand, bygge- og', 'entreprenørvirksomhet tilknyttet lokalene som leies ut av selskapet.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,7042,TRONDHEIM,['Skippergata 14'],TRONDHEIM,5001,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/988535060,,,,,,,,,
920615791,,LASSEBAKKEN GRENDEHUS,,2018-12-05,False,,,False,2002-02-28,False,False,True,,False,False,False,Bokmål,,,"['Lassebakken Grendehus er en ideell forening med formål å ivareta og', 'drifte grendehuset og eiendommen på en rasjonell og økonomisk måte.']",FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,,,,,,,,68.320,Eiendomsforvaltning,,,Norge,NO,3046,DRAMMEN,['Lassebakken 2'],DRAMMEN,3301,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/920615791,,,,,,,,,
964949859,,ØSTRE TOTEN KOMMUNE,www.ostre-toten.kommune.no/,1995-06-07,True,,2026.0,True,,False,False,False,,False,False,False,Bokmål,,,['Kommune'],KOMM,Kommune,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KOMM,Norge,NO,2851,LENA,['Postboks 24'],ØSTRE TOTEN,3442,84.110,Generell offentlig administrasjon,,,Norge,NO,2850,LENA,[],ØSTRE TOTEN,3442,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/964949859,,,,,,,,,
953510324,,ATRÅ BARN & FRITID AS,,1995-02-19,False,,,False,1989-10-04,True,False,False,2022,False,False,False,Bokmål,2005-04-20,"['Bygge og leige ut bygninger og anlegg til', 'aktiviteter for barn og vaksne i Atrå.']","['Bygge og leige ut bygninger og anlegg til', 'aktiviteter for barn og vaksne i Atrå.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,3656,ATRÅ,"['v/ Stein Øyvind Bystrøm', 'Atråvegen 541']",TINN,4026,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/953510324,,,,,,,,,
964977402,,RISØR KOMMUNE,www.risor.kommune.no/,1995-06-07,True,,1040.0,True,,False,False,False,,False,False,False,Bokmål,,,['Kommune'],KOMM,Kommune,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KOMM,Norge,NO,4952,RISØR,['Postboks 158'],RISØR,4201,84.110,Generell offentlig administrasjon,,,Norge,NO,4950,RISØR,['Furumoveien 1'],RISØR,4201,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/964977402,,,,,,,,,
995672448,,NORMISJON NORDSTRAND,,2015-07-11,False,,,False,1925-10-01,False,False,True,,False,False,False,Bokmål,,,"['Møtevirksomhet, kurs, arbeide blant barn og unge, besøke eldre, syke', 'og andre trengende.']",FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,Norge,NO,1165,OSLO,"['c/o Kjell Røynås', 'Eystein Torkildsens vei 18C']",OSLO,0301,94.910,Religiøse organisasjoner,,,Norge,NO,1163,OSLO,['Tyslevveien 79'],OSLO,0301,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/995672448,,,,,,,,,
948007029,,STIFTELSEN SINTEF,,1995-02-19,True,['Utleier av bygg eller anlegg'],50.0,True,1950-01-26,True,True,False,2022,False,False,False,Bokmål,2022-11-23,"['Å bidra til utvikling av samfunnet gjennom å utføre forskning innenfor', 'naturvitenskap, teknologi (herunder også bygg- og anleggsfag), og', 'helse- og samfunnsfag i samarbeid med Norges', 'teknisk-naturvitenskapelige universitet.']","['Å bidra til utvikling av samfunnet gjennom å utføre forskning innenfor', 'naturvitenskap, teknologi (herunder også bygg- og anleggsfag), og', 'helse- og samfunnsfag i samarbeid med Norges', 'teknisk-naturvitenskapelige universitet.']",STI,Stiftelse,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/STI,Norge,NO,7465,TRONDHEIM,['Postboks 4760 Torgarden'],TRONDHEIM,5001,72.190,Annen forskning og annet utviklingsarbeid innen naturvitenskap og teknikk,,,Norge,NO,7034,TRONDHEIM,['Strindvegen 4'],TRONDHEIM,5001,2500,Private produsentorienterte organisasjoner uten profittformål,https://data.brreg.no/enhetsregisteret/api/enheter/948007029,,,,,,,,,
990646740,,ØSTERØY VELLAG,,2007-01-25,False,,,False,1963-04-23,False,False,False,,False,False,False,Bokmål,,,['Ideell organisasjon uten komersielle interesser'],FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,Norge,NO,3237,SANDEFJORD,['Stigerveien 11'],SANDEFJORD,3907,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,,,Norge,NO,3237,SANDEFJORD,['Hjelmbybakken 10'],SANDEFJORD,3907,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/990646740,,,,,,,,,
994884832,,FURUSTAD VELLAG,,2013-04-24,False,,,False,1960-01-01,False,False,True,,False,False,False,Bokmål,,,['Vellag.'],FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,Norge,NO,3232,SANDEFJORD,"['c/o Øistein Høksnes', 'Hylleveien 3']",SANDEFJORD,3907,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,,,Norge,NO,3232,SANDEFJORD,['Furustadveien 61'],SANDEFJORD,3907,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/994884832,,,,,,,,,
977564751,,DALEN MISJONSHUS (FORSAMLINGSHUS),,1997-05-27,False,,,False,1934-02-20,False,False,False,,False,False,False,Bokmål,,,"['Huset eies av A Moland Indremisjonsforening og A Moland forening av', 'Norsk misjonsselskap N.M.S. Huset inneholder barnehage og møtelokaler', 'til bruk for lag/foreninger og private sammenkomster.']",FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,Norge,NO,4849,ARENDAL,"['c/o Åge Andre Brømnes', 'Brømnesveien 41']",ARENDAL,4203,94.910,Religiøse organisasjoner,,,Norge,NO,4849,ARENDAL,['Dalenveien 565'],ARENDAL,4203,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/977564751,,,,,,,,,
950295090,,HELLERUDTOPPEN BORETTSLAG,www.usbl.no,1995-02-19,False,,,True,1983-03-22,True,False,False,2022,False,False,False,Bokmål,2018-05-23,['Borettslag.'],['Borettslag.'],BRL,Borettslag,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BRL,Norge,NO,0028,OSLO,['Postboks 8944 Youngstorget'],OSLO,0301,68.201,Borettslag,,,Norge,NO,0181,OSLO,['Arbeidersamfunnets plass 1'],OSLO,0301,8300,Borettslag o.l.,https://data.brreg.no/enhetsregisteret/api/enheter/950295090,,,,,,,,,
919201606,,NORDIQUS ORDERUDVEGEN 20 AS,,2017-06-26,True,['Utleier av bygg eller anlegg'],,False,2017-06-06,True,False,False,2022,False,False,False,Bokmål,2024-02-16,"['Selskapets virksomhet er eie, drift og utleie av fast eiendom.']","['Eie, drift og utleie av fast eiendom.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,0160,OSLO,"['c/o SBB Samfunnsbygg AS', 'Tordenskiolds gate 10']",OSLO,0301,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/919201606,,,,,,,,,
993201103,,FYKENBORG FORSAMLINGSHUS,,2008-11-11,False,,,False,1945-11-27,False,False,False,,False,False,False,Bokmål,,,"['Forsamlingshus som drives på dugnad, leies ut til bryllup,', 'konfirmasjon og bursdager.']",SAM,Tingsrettslig sameie,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/SAM,,,,,,,,,,,,Norge,NO,7054,RANHEIM,['Fykenvegen 9'],TRONDHEIM,5001,,,https://data.brreg.no/enhetsregisteret/api/enheter/993201103,,,,,,,,,
958935420,,OSLO KOMMUNE,www.oslo.kommune.no/,1995-06-07,False,,530.0,True,,False,False,False,,False,False,False,Bokmål,,,['Kommune'],KOMM,Kommune,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KOMM,Norge,NO,0037,OSLO,['RÅDHUSET'],OSLO,0301,84.110,Generell offentlig administrasjon,,,Norge,NO,0037,OSLO,['RÅDHUSET'],OSLO,0301,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/958935420,,,,,,,,,
996096319,,HEGLE GRENDEHUS,,2012-06-19,False,,,False,1984-03-26,False,False,True,,False,False,False,Bokmål,,,"['Drive et grendehus for dermed og skaffe stedets innbyggere et høvelig', 'samlingssted med rom for møter, fester, teaterfremvisninger,', 'studierom, idrettslokaler, kontorer etc.']",FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,,,,,,,,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,,,Norge,NO,7608,LEVANGER,"['c/o Geir Ole Nilsen', 'Okkenhaugvegen 425']",LEVANGER,5037,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/996096319,,,,,,,,,
924599545,,OSLOBYGG KF,,2020-02-19,True,['Utleier av bygg eller anlegg'],588.0,True,2020-01-29,True,False,False,,False,False,False,Bokmål,2021-08-31,"['Eie, forvalte, utvikle og bygge formålsbygg for kommunen slik at de er', 'tilrettelagt for, og kan leies ut til, effektiv tjenesteproduksjon.', 'Foretaket skal forvalte realverdiene som eiendommene representerer', 'gjennom kostnadseffektivt vedlikehold, drift, forvaltning og utvikling', 'av eiendommmene. Foretaket skal være bransjeledende innenfor formålene', 'sine, herunder bærekraft- og miljø, teknologiutvikling og teknisk', 'kvalitet, sambruk og arealeffektivitet.']","['Eie, forvalte, utvikle og bygge formålsbygg for kommunen slik at de er', 'tilrettelagt for, og kan leies ut til, effektiv tjenesteproduksjon.', 'Foretaket skal forvalte realverdiene som eiendommene representerer', 'gjennom kostnadseffektivt vedlikehold, drift, forvaltning og utvikling', 'av eiendommmene. Foretaket skal være bransjeledende innenfor formålene', 'sine, herunder bærekraft- og miljø, teknologiutvikling og teknisk', 'kvalitet, sambruk og arealeffektivitet.']",KF,Kommunalt foretak,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KF,Norge,NO,0604,OSLO,['Postboks 6391 Etterstad'],OSLO,0301,81.109,Andre kombinerte tjenester tilknyttet eiendomsdrift,,,Norge,NO,0663,OSLO,['Grenseveien 78C'],OSLO,0301,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/924599545,,,,,,,958935420,https://data.brreg.no/enhetsregisteret/api/enheter/958935420,
951077437,,JORDAL BORETTSLAG,,1995-02-19,False,,,True,1984-03-01,True,False,False,2022,False,False,False,Bokmål,2013-05-21,['Borettslag.'],['Borettslag.'],BRL,Borettslag,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BRL,Norge,NO,0129,OSLO,['Postboks 6666 St Olavs plass'],OSLO,0301,68.201,Borettslag,,,Norge,NO,0179,OSLO,"['v/OBOS', 'Hammersborg torg 1']",OSLO,0301,8300,Borettslag o.l.,https://data.brreg.no/enhetsregisteret/api/enheter/951077437,,,,,,,,,
915519016,,NATÅS GRENDAHUS SA,,2015-08-24,False,,,False,2015-05-11,True,False,False,,False,False,False,Nynorsk,2015-05-11,"['3. VIRKSOMHET/FORMÅL 3.1. Foretaket skal drive Natås Grendahus til', 'beste for medlemmene og nærområdet. 3.2. Foretaket driftes i henhold', 'til disse vedtekter, samt i henhold til lov 29. juni 2007 nr. 81 om', 'samvirkeforetak (samvirkelova).']",['Grendahus'],SA,Samvirkeforetak,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/SA,,,,,,,,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,5957,MYKING,['Sævråsvegen 250'],ALVER,4631,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/915519016,,,,,,,,,
945820241,,Gresu A/S,,1995-02-19,False,,,True,1988-01-07,True,False,False,2022,False,False,False,Bokmål,2005-12-12,"['Produksjon, handelsvirksomhet, lisensiering og', 'finansiering, samt kjøp, drift og salg av fast', 'eiendom og hva hermed står i forbindelse,', 'herunder å delta i andre selskaper ved aksjeeie', 'eller på annen måte.']","['Produksjon, handelsvirksomhet, lisensiering og', 'finansiering, samt kjøp, drift og salg av fast', 'eiendom og hva hermed står i forbindelse,', 'herunder å delta i andre selskaper ved aksjeeie', 'eller på annen måte.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,68.100,Kjøp og salg av egen fast eiendom,,,Norge,NO,6017,ÅLESUND,['Borgundfjordvegen 80'],ÅLESUND,1508,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/945820241,,,,,,,,,
899214862,,SR-EIENDOMSUTLEIE AS,,2012-12-03,False,,,False,2012-11-02,True,False,False,2023,False,False,False,Bokmål,2012-11-02,"['Investering i og forvaltning av aksjer og eiendommer, og hva dermed', 'står i forbindelse.']",['Eiendomsvirksomhet.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,9252,TROMSØ,['Postboks 201'],TROMSØ,5501,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,9012,TROMSØ,['Senjavegen 28'],TROMSØ,5501,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/899214862,,,,,,,,,
987421304,,STORE BERGAN FORSAMLINGSLOKALE,,2004-11-15,False,,,False,1914-12-31,False,True,False,2022,False,False,False,Bokmål,,,"['Engasjere lokalbefolkningen i Store Bergan krets til aktiv bruk av', 'eiendommene for å utvikle et sosialt og positivt fritidsmiljø for', 'alle aldersgrupper, herunder utleie av lokaler til barnehage og ulike', 'sang, musikk- og korpsgrupper.']",STI,Stiftelse,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/STI,,,,,,,,94.992,Fond/legater som støtter veldedige og allmennyttige formål,,,Norge,NO,3209,SANDEFJORD,['Soleveien 65'],SANDEFJORD,3907,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/987421304,,,,,,,,,
983820549,,GJEKSTAD OG ØSTERØYA IDRETTSFORENING,www.goif.no,2002-02-28,True,,24.0,True,1974-02-22,False,False,True,2022,False,False,False,Bokmål,,,['Idrettslag som driver med barneidrett.'],FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,,,,,,,,93.120,Idrettslag og -klubber,,,Norge,NO,3218,SANDEFJORD,['Myreskauen 20'],SANDEFJORD,3907,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/983820549,,,,,,,,,
876820722,,DRAMMEN EIENDOM KF,www.drammen.kommune.no,1996-10-26,False,,147.0,True,1996-01-01,True,False,False,,False,False,False,Bokmål,2021-11-02,"['Eie, forvalte og utvikle kommunens bygnings- og eiendomsmasse etter', 'forretningsmessige prinsipper. Ivareta kommunens byggeherrefunksjon.', 'Være kommunens kompetansesenter innen leie av lokaler.']",['Kommunal eiendomsforvaltning.'],KF,Kommunalt foretak,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KF,Norge,NO,3002,DRAMMEN,['Postboks 450  Brakerøya'],DRAMMEN,3301,81.109,Andre kombinerte tjenester tilknyttet eiendomsdrift,,,Norge,NO,3041,DRAMMEN,['Hans Kiærs gate 1E'],DRAMMEN,3301,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/876820722,,,,,,,921234554,https://data.brreg.no/enhetsregisteret/api/enheter/921234554,
880309102,,EVINY AS,www.eviny.no,1998-12-09,True,['Utleier av bygg eller anlegg'],124.0,True,1998-11-17,True,False,False,2022,False,False,False,Bokmål,2021-09-29,"['Produksjon, overføring, distribusjon og omsetning av energi samt annen', 'virksomhet knyttet til disse områdene. Virksomheten kan', 'også drives i samarbeid med eller ved deltakelse i andre foretak med', 'tilsvarende eller lignende formål.']","['Produksjon, overføring, distribusjon og omsetning av energi samt annen', 'virksomhet knyttet til disse områdene. Virksomheten kan', 'også drives i samarbeid med eller ved deltakelse i andre foretak med', 'tilsvarende eller lignende formål.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,5020,BERGEN,['Postboks 7050'],BERGEN,4601,35.111,Produksjon av elektrisitet fra vannkraft,,,Norge,NO,5058,BERGEN,['Solheimsgaten 5'],BERGEN,4601,1520,Kommunalt eide aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/880309102,,,,,,,,,
991798242,,NORDIQUS DRAFNKOLLEN 70 AS,,2007-10-24,True,['Utleier av bygg eller anlegg'],,False,2007-09-19,True,False,False,2022,False,False,False,Bokmål,2024-02-16,"['Eie, drift og utleie av fast eiendom.']","['Eie, drift og utleie av fast eiendom']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,5501,HAUGESUND,['Postboks 420'],HAUGESUND,1106,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,0160,OSLO,"['c/o SBB Samfunnsbygg AS', 'Tordenskiolds gate 10']",OSLO,0301,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/991798242,,,,,,,,,
977391946,,DALSELV IDRETTSLAG,,1997-04-15,False,,,False,1945-12-31,False,False,True,2015,False,False,False,Bokmål,,,['Idrettslag.'],FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,Norge,NO,8617,DALSGRENDA,"['c/o Ida-Eline Johansen', 'Sørlandsveien 621']",RANA,1833,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,,,Norge,NO,8617,DALSGRENDA,['Øygårdsveien 3'],RANA,1833,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/977391946,,,,,,,,,
980374505,,BANE NOR EIENDOM AS,www.banenoreiendom.no,1998-12-21,True,['Utleier av bygg eller anlegg'],,False,1998-12-18,True,False,False,2022,False,False,False,Bokmål,2023-04-27,"['Utvikling, forvaltning og omsetning av fast eiendom, samt hva som', 'herved står i forbindelse, for å skape god avkastning over tid.', 'Selskapet skal gjennom sin virksomhet legge til rette for at flere', 'velger å benytte tog.']","['Gjennom utvikling, forvaltning og omsetning av fast eiendom, samt hva', 'som herved står i forbindelse, å gi god avkastning for eier.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,0133,OSLO,['Postboks 9026 Grønland'],OSLO,0301,41.109,Utvikling og salg av egen fast eiendom ellers,,,Norge,NO,0191,OSLO,['Schweigaards gate 33'],OSLO,0301,1120,Statlig eide aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/980374505,,,,,,,,,
944117784,,KONGSVINGER KOMMUNE,www.kongsvinger.kommune.no/,1995-06-07,True,['Utleier av bygg eller anlegg'],2179.0,True,,False,False,False,,False,False,False,Bokmål,,,['Kommune'],KOMM,Kommune,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KOMM,Norge,NO,2226,KONGSVINGER,['Postboks 900'],KONGSVINGER,3401,84.110,Generell offentlig administrasjon,,,Norge,NO,2212,KONGSVINGER,['Rådhusplassen 1'],KONGSVINGER,3401,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/944117784,,,,,,,,,
989704303,,ØSTRE GRAV VEL,www.gravvel.no,2006-05-03,False,,,False,1911-01-01,False,False,False,,False,False,False,Bokmål,,,['Velforening.'],FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,,,,,,,,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,,,Norge,NO,1358,JAR,['Bjerkelundsveien 31-33'],BÆRUM,3201,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/989704303,,,,,,,,,
988038350,,BETEL PINSEMENIGHET,,,,,,,,,,,,,,,,,,,FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,,,,,,,,,,,,,,,,,,,,,https://data.brreg.no/enhetsregisteret/api/enheter/988038350,,,,,2022-03-08,,,,
991015965,,BEDEHUSET KARMEL,www.karmel.no,2007-03-13,False,,20.0,True,1903-11-04,True,False,True,,False,False,False,Bokmål,2020-02-16,['Barnehage. Menighet/forsamling.'],['Barnehage. Menighet/foramling.'],FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,,,,,,,,94.910,Religiøse organisasjoner,,,Norge,NO,5258,BLOMSTERDALEN,['Hjellestadvegen 9'],BERGEN,4601,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/991015965,,,,,,,,,
923139273,,CONRAD MOHRSVEI 40 AS,,2019-07-30,False,,,False,2019-06-13,True,False,False,2022,False,False,False,Bokmål,2019-06-13,['Eie og forvalte eiendom.'],['Eie og forvalte eiendom.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,68.320,Eiendomsforvaltning,,,Norge,NO,5073,BERGEN,['Grønnestølsveien 23D'],BERGEN,4601,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/923139273,,,,,,,,,
972417920,,UTENRIKSDEPARTEMENTET,www.regjeringen.no/ud/,1995-06-07,False,,1872.0,True,,False,False,False,,False,False,False,Bokmål,,,['Departement'],STAT,Staten,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/STAT,Norge,NO,0032,OSLO,['Postboks 8114 DEP'],OSLO,0301,84.210,Utenrikssaker,,,Norge,NO,0251,OSLO,['7.juni Plassen 1'],OSLO,0301,6100,Statsforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/972417920,,,,,,,,,
874778702,,OSLO KOMMUNE BYDEL 5 FROGNER,www.bfr.oslo.kommune.no,1997-10-29,True,,1496.0,True,1988-04-01,False,False,False,,False,False,False,Bokmål,,,"['Offentlig virksomhet, Oslo kommune, Bydel Frogner']",ORGL,Organisasjonsledd,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/ORGL,Norge,NO,0201,OSLO,['Postboks 2400 Solli'],OSLO,0301,84.120,"Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern",,,Norge,NO,0271,OSLO,['Drammensveien 60'],OSLO,0301,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/874778702,,,,,,,876819872,https://data.brreg.no/enhetsregisteret/api/enheter/876819872,
987059729,,STATKRAFT ENERGI AS,,2004-08-03,True,['Utleier av bygg eller anlegg'],1186.0,True,2004-06-25,True,False,False,2022,False,False,False,Bokmål,2013-06-14,"['Selv eller gjennom deltakelse i eller samarbeid med andre selskaper, å', 'planlegge, prosjektere, oppføre og drive eneriganlegg, forestå fysisk', 'og finansiell energihandel, samt drive virksomhet som står i naturlig', 'sammenheng med dette.']","['Selskapet skal selv eller gjennom deltakelse i eller samarbeid med', 'andre selskaper, planlegge, prosjektere, oppføre og drive', 'eneriganlegg, forestå fysisk og finansiell energihandel, samt drive', 'virksomhet som står i naturlig sammenheng med dette.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,0216,OSLO,['Postboks 200  Lilleaker'],OSLO,0301,35.111,Produksjon av elektrisitet fra vannkraft,,,Norge,NO,0283,OSLO,['Lilleakerveien 6'],OSLO,0301,1120,Statlig eide aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/987059729,03.222,Produksjon av yngel og settefisk i ferskvannsbasert fiskeoppdrett,,,,,,,
942110464,,TRONDHEIM KOMMUNE,www.trondheim.kommune.no/,1995-06-07,True,['Utleier av bygg eller anlegg'],22171.0,True,,False,False,False,,False,False,False,Bokmål,,,['Kommune'],KOMM,Kommune,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KOMM,Norge,NO,7004,TRONDHEIM,['Postboks 2300 Torgarden'],TRONDHEIM,5001,84.110,Generell offentlig administrasjon,,,Norge,NO,7013,TRONDHEIM,['Munkegata 1'],TRONDHEIM,5001,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/942110464,,,,,,,,,
