organization number,name,organization form code,organization form description,industry code 1,industry code 1 description,industry code 2,industry code 2 description,industry code 3,industry code 3 description,auxiliary unit code,auxiliary unit code description,has registered number of employees,number of employees,website,postal address,postal town,postal code,postal municipality,postal municipality number,postal country,postal country code,business address,business post town,business postal code,business municipality,business municipality number,business country,business country code,institutional sector code,institutional sector code description,last submitted annual accounts,registration date in unit register,foundation date,registered in VAT register,voluntary VAT registered descriptions,registered in volunteer register,registration date of the Unit Register,registered in foundation register,bankrupt,bankruptcy date,under liquidation,under liquidation date,under compulsory liquidation or dissolution,compulsory dissolution due to lack of general manager date,compulsory dissolution due to lack of auditor date,compulsory dissolution due to lack of accounts date,compulsory dissolution due to insufficient board date,compulsory liquidation due to lack of deletion date,parent unit,language form,articles of association date,statutory purpose,activity,location address,location post town,location postal code,location municipality,location municipality number,location country,location country code,registreringsdatoIEnhetsregisteret,start date,ownership change date,closure date,organization form description (EN)
975314677,SVANVIKEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,36,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,921133642,,,,,Svanvikvegen 40,EIDE,6490,HUSTADVIKA,1579,Norge,NO,1996-10-15,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975314707,HALSANAUSTAN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,false,,,Trondheimsveien 1,KYRKSÆTERØRA,7200,HEIM,5055,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,920920004,,,,,Landvegen 72,HALSANAUSTAN,6680,HEIM,5055,Norge,NO,1997-03-13,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975314715,VALSØYFJORD BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,11,,Trondheimsveien 1,KYRKSÆTERØRA,7200,HEIM,5055,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,920920004,,,,,Arntrøvegen 19,VALSØYFJORD,6687,HEIM,5055,Norge,NO,1997-03-13,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975314723,BREIDABLIKK BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,36,www.trondheim.kommune.no/org/oppvekst/barnehager/breidablikk-bhg/,Postboks 2300 Torgarden,TRONDHEIM,7004,TRONDHEIM,5001,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,969999536,,,,,Idrettsveien 21,HEIMDAL,7072,TRONDHEIM,5001,Norge,NO,1996-11-10,1989-01-02,,,Subunit of businesses and public administration
975314731,BRUNDALSGRENDA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,7,www.trondheim.kommune.no/org/oppvekst/barnehager/brundalen-bhgr/,Postboks 2300 Torgarden,TRONDHEIM,7004,TRONDHEIM,5001,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,969999536,,,,,Brundalsgrenda 11,CHARLOTTENLUND,7058,TRONDHEIM,5001,Norge,NO,1996-11-10,1989-01-02,,,Subunit of businesses and public administration
975314766,TONSTAD BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,18,www.trondheim.kommune.no/org/oppvekst/barnehager/tonstad-og-myrskogen-bhg/,Postboks 2300 Torgarden,TRONDHEIM,7004,TRONDHEIM,5001,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,969999536,,,,,Tonstadgrenda 31,TILLER,7091,TRONDHEIM,5001,Norge,NO,1996-11-10,1989-01-02,,,Subunit of businesses and public administration
975314790,ØVERBYGDA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,21,www.selbu.kommune.no/tjenester/oppvekst-og-familie/barnehage/barnehager-i-selbu/overbygda-ba,Gjelbakken 15,SELBU,7580,SELBU,5032,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974767457,,,,,Mosletta 60,SELBU,7580,SELBU,5032,Norge,NO,1996-11-28,1989-01-02,,,Subunit of businesses and public administration
975314812,KANUTTEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,27,,Postboks 24,VERDAL,7651,VERDAL,5038,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974766256,,,,,Flottaenget 38,VERDAL,7657,VERDAL,5038,Norge,NO,1996-10-15,1989-01-02,,,Subunit of businesses and public administration
975314820,VARNTRESK OPPVEKSTSENTER AVD BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,944716904,,,,,O.T. Olsens vei 3A,HATTFJELLDAL,8692,HATTFJELLDAL,1826,Norge,NO,1996-11-28,1989-01-02,2005-01-01,,Subunit of businesses and public administration
975314898,HASSELKROKEN KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,25,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Ullernchausseen 72,OSLO,0379,OSLO,0301,Norge,NO,1998-09-10,1998-09-01,2009-01-01,,Subunit of businesses and public administration
975314960,UNIVERSITETETS BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,23,,Postboks 1163,OSLO,0316,OSLO,0301,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971035854,,,,,Gaustadalléen 7,OSLO,0373,OSLO,0301,Norge,NO,1998-02-09,1989-01-02,,,Subunit of businesses and public administration
975314995,LESJA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,31,,Postboks 53,LESJA,2671,LESJA,3432,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974636018,,,,,Steinevegen 55,LESJA,2665,LESJA,3432,Norge,NO,1996-10-15,1989-01-02,,,Subunit of businesses and public administration
975315037,KYRKJEBYGDA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,12,,Treungvegen 398,TREUNGEN,3855,NISSEDAL,4030,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,886705352,,,,,Nissedalsvegen 930,NISSEDAL,3854,NISSEDAL,4030,Norge,NO,1996-10-15,1989-01-02,2020-09-01,,Subunit of businesses and public administration
975315045,HILLEVÅG BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,39,www.minbarnehage.no/auglend,Postboks 355,STAVANGER,4068,STAVANGER,1103,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,983518648,,,,,Gerd-Ragna Bloch Thorsens gate 17,STAVANGER,4016,STAVANGER,1103,Norge,NO,1996-06-03,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975315053,MAURTUA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,false,,,Postboks 355,STAVANGER,4068,STAVANGER,1103,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,983518648,,,,,Hjalmar Johansens gate 8,STAVANGER,4019,STAVANGER,1103,Norge,NO,1996-06-03,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975315096,HELSE BERGEN HF RAVNEBJERGET BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,25,helse-bergen.no/avdelinger/driftteknisk-divisjon/barnehagar/ravnebjerget-barnehage,Postboks 1400,BERGEN,5021,BERGEN,4601,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,983974724,,,,,Haukelandsbakken 42,BERGEN,5009,BERGEN,4601,Norge,NO,1996-06-03,1989-01-02,2001-12-19,,Subunit of businesses and public administration
975315118,KALAND BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,25,www.austrheim.kommune.no,Sætremarka 2,AUSTRHEIM,5943,AUSTRHEIM,4632,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,948350823,,,,,Vardevegen 47,FONNES,5953,AUSTRHEIM,4632,Norge,NO,1996-10-15,1989-01-02,2005-05-01,,Subunit of businesses and public administration
975315142,KROKSTADØRA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,9,,Allfarveien 5,ORKANGER,7300,ORKLAND,5059,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,998780381,,,,,Ågjerdet 9,SNILLFJORD,7257,ORKLAND,5059,Norge,NO,1997-03-13,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975315185,GRAN NATUR- OG FAMILIEBARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,10,,Postboks 41,JAREN,2714,GRAN,3446,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974635879,,,,,Rådhusvegen 39,JAREN,2770,GRAN,3446,Norge,NO,1996-10-15,1989-01-02,2018-01-01,,Subunit of businesses and public administration
975315258,HELSE BERGEN HF HUNSTAD BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,14,helse-bergen.no/avdelinger/driftteknisk-divisjon/barnehagar/hunstad-barnehage,Postboks 1400,BERGEN,5021,BERGEN,4601,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,983974724,,,,,Jonas Lies vei 59,BERGEN,5021,BERGEN,4601,Norge,NO,1996-06-03,1989-01-02,2001-12-19,,Subunit of businesses and public administration
975315347,LYNGMARKA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,30,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974766795,,,,,Fjogstadvegen 9,KLEPPE,4350,KLEPP,1120,Norge,NO,1996-11-28,1989-01-02,,,Subunit of businesses and public administration
975315355,STEINHAUGEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,17,,Postboks 33,AURE,6689,AURE,1576,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,921357699,,,,,Steinhaugen 21,TUSTNA,6590,AURE,1576,Norge,NO,1996-10-15,1989-01-02,2020-09-01,,Subunit of businesses and public administration
975315363,SVULLRYA BARNEHAGE AVDELING AV SOLUNGEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,5,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974635666,,,,,Røsslyngvegen 2,GRUE FINNSKOG,2256,GRUE,3417,Norge,NO,1996-10-15,1989-01-02,,,Subunit of businesses and public administration
975315371,AULI BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,20,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974635569,,,,,Grendehusvegen 1,AULI,1929,NES,3228,Norge,NO,1996-10-15,1989-01-02,,,Subunit of businesses and public administration
975315398,EINEHAUGEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,20,,Statsråd Evensensveg 4-6,ÅRDALSTANGEN,6885,ÅRDAL,4643,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,995163098,,,,,Vollevegen 9,ÅRDALSTANGEN,6885,ÅRDAL,4643,Norge,NO,1997-03-13,1989-01-02,2010-01-01,,Subunit of businesses and public administration
975315428,EDLAND BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,34,,c/o Vinje kommune/nVinjevegen 192,VINJE,3890,VINJE,4036,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,964964610,,,,,Storegutvegen 76,EDLAND,3895,VINJE,4036,Norge,NO,1996-10-15,1989-01-02,2005-01-01,,Subunit of businesses and public administration
975315436,ANDSLIMOEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,32,,Mellombygdveien 216,MOEN,9321,MÅLSELV,5524,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,972418005,,,,,Fagerlidal 393,BARDUFOSS,9325,MÅLSELV,5524,Norge,NO,1997-08-15,1989-01-02,2004-01-01,,Subunit of businesses and public administration
975315444,LENANGEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,15,,Strandveien 24,LYNGSEIDET,9060,LYNGEN,5536,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,840014932,,,,,Erikaksla 16,SVENSBY,9064,LYNGEN,5536,Norge,NO,1997-03-13,1989-01-02,2003-03-01,,Subunit of businesses and public administration
975315460,STAD KOMMUNE STÅRHEIM BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,15,starheim.barnehageside.no,Rådhusvegen 11,NORDFJORDEID,6770,STAD,4649,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,921060157,,,,,Myroldrinden 2,STÅRHEIM,6777,STAD,4649,Norge,NO,1996-10-15,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975315487,KJENN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,24,www.lorenskog.kommune/kjenn-barnehage/,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974635518,,,,,Mailandveien 7,LØRENSKOG,1473,LØRENSKOG,3222,Norge,NO,1996-10-15,1989-01-02,,,Subunit of businesses and public administration
975315495,NORDRE ÅS BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,18,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,972408875,,,,,Nordåsveien 19,OSLO,1251,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975315509,FØRLAND BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,56,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,996906523,,,,,Fullshammarvegen 6,JØRPELAND,4104,STRAND,1130,Norge,NO,1996-11-28,1989-01-02,2011-01-01,,Subunit of businesses and public administration
975315517,GEIRANGER BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,15,,c/o Stranda kommune/nØyna 13,STRANDA,6200,STRANDA,1525,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974767902,,,,,Maråkvegen 54,GEIRANGER,6216,STRANDA,1525,Norge,NO,1996-10-15,1989-01-02,,,Subunit of businesses and public administration
975315525,VORMSTAD BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,9,,Allfarveien 5,ORKANGER,7300,ORKLAND,5059,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,998780381,,,,,Skreddarvegen,SVORKMO,7327,ORKLAND,5059,Norge,NO,1997-03-13,1989-01-02,2012-09-01,,Subunit of businesses and public administration
975315533,BREMSNES BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,25,,Postboks 152,AVERØY,6538,AVERØY,1554,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,962378064,,,,,Gammelvegen 11,AVERØY,6530,AVERØY,1554,Norge,NO,1996-10-15,1989-01-02,2005-01-01,,Subunit of businesses and public administration
975315541,EIDE BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,44,,Ellinggardsvegen 6,EIDE,6490,HUSTADVIKA,1579,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,921133642,,,,,RABBEN 3,EIDE,6490,HUSTADVIKA,1579,Norge,NO,1996-10-15,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975315584,FURUFLATA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,19,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974636220,,,,,Haugbruvegen 35,FLESBERG,3620,FLESBERG,3334,Norge,NO,1996-10-15,1989-01-02,,,Subunit of businesses and public administration
975315592,LAMPELAND BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,29,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974636220,,,,,Numedalsvegen 2020,LAMPELAND,3623,FLESBERG,3334,Norge,NO,1996-10-15,1989-01-02,,,Subunit of businesses and public administration
975315630,SAGVÅG BARNEHAGE AVD TJØDNALIO,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,17,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,939866914,,,,,Sætravikvegen 2,SAGVÅG,5410,STORD,4614,Norge,NO,1996-10-15,1989-01-02,2000-01-01,,Subunit of businesses and public administration
975315657,KIRKEBYGDEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,19,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,874635502,,,,,Lotterudveien 25,ENEBAKK,1912,ENEBAKK,3220,Norge,NO,1996-10-15,1989-01-02,,,Subunit of businesses and public administration
975315703,TUNBALLEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,26,,Postboks 4,NODELAND,4685,KRISTIANSAND,4204,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974765837,,,,,Tunballvegen 19,NODELAND,4645,KRISTIANSAND,4204,Norge,NO,1997-08-15,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975315738,REINDALEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,18,,Postboks 1224 /K,HAMMERFEST,9616,HAMMERFEST,5603,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974790017,,,,,Uranusveien 7,HAMMERFEST,9602,HAMMERFEST,5603,Norge,NO,1997-08-15,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975315762,SKOGSVÅG BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,53,,Ternholmvegen 2,RONG,5337,ØYGARDEN,4626,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,922530890,,,,,Hidlamyrvegen 21,SKOGSVÅG,5382,ØYGARDEN,4626,Norge,NO,1996-10-15,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975315770,GULLBRING BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,37,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,920297293,,,,,Gullbringvegen 31,BØ I TELEMARK,3800,MIDT-TELEMARK,4020,Norge,NO,1996-10-15,1989-01-02,2020-01-01,,Subunit of businesses and public administration
975315789,HERSTADLØKKA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,47,,c/o Færder kommune/nPostboks 250,NØTTERØY,3163,FÆRDER,3911,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974635119,,,,,Herstadveien 45,NØTTERØY,3140,FÆRDER,3911,Norge,NO,1996-10-15,1989-01-02,,,Subunit of businesses and public administration
975315797,VESTAD BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,false,,,Postboks 403 Vestad,ELVERUM,2418,ELVERUM,3420,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,952857991,,,,,Mårvegen 30,ELVERUM,2406,ELVERUM,3420,Norge,NO,1996-10-15,1989-01-02,2014-04-01,,Subunit of businesses and public administration
975315800,GARTNETLUOHKKA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,12,,Bredbuktnesveien 6,KAUTOKEINO,9522,KAUTOKEINO,5612,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,913759214,,,,,Gartnetmaras 1,KAUTOKEINO,9520,KAUTOKEINO,5612,Norge,NO,1997-03-13,1989-01-02,2014-06-01,,Subunit of businesses and public administration
975315827,ROMSÅS SENTER BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,false,,www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/bydel-grorud/romsas-senter-barnehage/,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974778866,,,,,Romsås Senter 6,OSLO,0970,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2004-01-01,,Subunit of businesses and public administration
975315843,VESTSIDEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,28,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974635429,,,,,Myrlia 2,BJØRNEMYR,1453,NESODDEN,3212,Norge,NO,1996-10-15,1989-01-02,,,Subunit of businesses and public administration
975315878,LILLEBORG BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,20,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974778726,,,,,Åsengata 22,OSLO,0480,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975315886,MOR GOHJERTAS BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,34,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974778726,,,,,Maridalsveien 227E,OSLO,0467,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975315894,BJØLSENHELLINGA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,8,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974778726,,,,,Bjølsengata 11,OSLO,0468,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975315908,GRÜNERHAGEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,17,,Postboks 2128 Grünerløkka,OSLO,0505,OSLO,0301,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,870534612,,,,,Sofienberggata 3B,OSLO,0551,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975315916,HAMMERFESTGATA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,20,,Postboks 2128 Grünerløkka,OSLO,0505,OSLO,0301,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,870534612,,,,,Hammerfestgata 12,OSLO,0565,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975315932,OLA NARR BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,27,,Postboks 2128 Grünerløkka,OSLO,0505,OSLO,0301,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,870534612,,,,,Grenseveien 19,OSLO,0571,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975315967,SAMI MANAID GARDI CIZAS,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,,Postboks 2128 Grünerløkka,OSLO,0505,OSLO,0301,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,870534612,,,,,Helgesens gate 94,OSLO,0563,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975315975,JUTUL KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Bygg 67/nKirkeveien 166,OSLO,0450,OSLO,0301,Norge,NO,1998-09-17,1998-09-01,2009-01-01,,Subunit of businesses and public administration
975315991,VESLEFRIKK KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,20,veslefrikk.kanvas.no/,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Kirkeveien 166,OSLO,0450,OSLO,0301,Norge,NO,1998-09-17,1998-09-01,2009-01-01,,Subunit of businesses and public administration
975316009,NORDSETER BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,14,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970534679,,,,,Pearl Engens vei 1,OSLO,1161,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316017,OBERSTEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,22,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970534679,,,,,Oberst Rodes vei 83,OSLO,1165,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316025,ÅSSIDA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970534679,,,,,Lambertseterveien 18,OSLO,1160,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
975316033,BAUNEVEIEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,31,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970534679,,,,,Bauneveien 47,OSLO,1182,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2004-01-01,,Subunit of businesses and public administration
975316041,RYGIN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,19,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,970534679,,,,,Solfjellshøgda 28,OSLO,0677,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,2004-01-01,,Subunit of businesses and public administration
975316068,KAMPEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,26,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974778742,,,,,Skedsmogata 19B,OSLO,0655,OSLO,0301,Norge,NO,1998-07-28,1989-01-02,,,Subunit of businesses and public administration
