organization number,name,organization form code,organization form description,industry code 1,industry code 1 description,industry code 2,industry code 2 description,industry code 3,industry code 3 description,auxiliary unit code,auxiliary unit code description,has registered number of employees,number of employees,website,postal address,postal town,postal code,postal municipality,postal municipality number,postal country,postal country code,business address,business post town,business postal code,business municipality,business municipality number,business country,business country code,institutional sector code,institutional sector code description,last submitted annual accounts,registration date in unit register,foundation date,registered in VAT register,voluntary VAT registered descriptions,registered in volunteer register,registration date of the Unit Register,registered in foundation register,bankrupt,bankruptcy date,under liquidation,under liquidation date,under compulsory liquidation or dissolution,compulsory dissolution due to lack of general manager date,compulsory dissolution due to lack of auditor date,compulsory dissolution due to lack of accounts date,compulsory dissolution due to insufficient board date,compulsory liquidation due to lack of deletion date,parent unit,language form,articles of association date,statutory purpose,activity,location address,location post town,location postal code,location municipality,location municipality number,location country,location country code,registreringsdatoIEnhetsregisteret,start date,ownership change date,closure date,organization form description (EN)
971431296,MANDAL SANITETSFORENING,FLI,Forening/lag/innretning,88.911,Barnehager,,,,,,,true,10,,,,,,,,,Foged Heibergs gate 7A,MANDAL,4514,LINDESNES,4205,Norge,NO,2100,Private aksjeselskaper mv.,,1995-02-20,1970-12-30,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,"Mandal Sanitetsforening er en frivillig organisasjon som drives etter formål og innenfor Norske Kvinners Sanitetsforening. Foreningen driver egen privat barnehage, men med kommunal støtte på lik linje som andre barnehager.",,,,,,,,,,,,Association/club/facility
990494886,FORENINGEN FOR NORDRE SKØYEN HOVEDGÅRD,FLI,Forening/lag/innretning,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,true,,,,,,,,,,Peter Aas' vei 17,OSLO,0667,OSLO,0301,Norge,NO,7000,Ideelle organisasjoner,2021,2006-11-15,1947-05-20,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,Drift av samfunnshus.,,,,,,,,,,,,Association/club/facility
971439130,NESTTUN INDREMISJON,FLI,Forening/lag/innretning,88.911,Barnehager,,,,,,,true,14,,,,,,,,,Øvsttunvegen 58,NESTTUN,5223,BERGEN,4601,Norge,NO,2100,Private aksjeselskaper mv.,,1995-02-20,1972-12-26,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,Organisasjon.,,,,,,,,,,,,Association/club/facility
983811345,VASSTEIGEN SAMEIE,SAM,Tingsrettslig sameie,,,,,,,,,false,,,c/o Collegium Økonomi AS/nØvre Kråkenes 17,BØNES,5152,BERGEN,4601,Norge,NO,Vassteigen,FYLLINGSDALEN,5141,BERGEN,4601,Norge,NO,,,,2001-12-15,1971-10-15,false,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Administrasjon og vedlikehold av sameiets fellesarealer (grøntanlegg og veier). Drift av sameiets barnehage - org. 971 445 610.,,,,,,,,,,,,Legal co-ownership
976989694,TANGEN OG STRØMSØ SOKN,KIRK,Den norske kirke,94.910,Religiøse organisasjoner,,,,,,,false,,www.tangenkirke.no,c/o Drammen kirkelige fellesråd/nAlbums gate 8,DRAMMEN,3016,DRAMMEN,3301,Norge,NO,Knoffs gate 2,DRAMMEN,3044,DRAMMEN,3301,Norge,NO,6500,Kommuneforvaltningen,,1997-01-27,,false,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Sokn,,,,,,,,,,,,The Church of Norway
997020529,SKAUBO EIENDOM AS,AS,Aksjeselskap,68.320,Eiendomsforvaltning,,,,,,,false,,,,,,,,,,Furuveien 1,BEKKESTUA,1356,BÆRUM,3201,Norge,NO,2100,Private aksjeselskaper mv.,2023,2011-06-11,2011-03-10,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2022-01-20,"Investeringsvirksomhet i aksjer, eiendomsforvaltning og alt hva hermed kan forbindes.","Investering i aksjer, eiendomsforvaltning.",,,,,,,,,,,,Limited company (AS)
922623120,SAGE-SOLMUNDSSON AS,AS,Aksjeselskap,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,false,,,,,,,,,,Skaret 2,KNARREVIK,5355,ØYGARDEN,4626,Norge,NO,2100,Private aksjeselskaper mv.,2022,2019-05-06,2019-03-10,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2019-03-10,"Investering og utleie i eiendom, samt deltakelse i annen virksomhet.",Utleie av eiendom.,,,,,,,,,,,,Limited company (AS)
959159092,HALDEN KOMMUNE,KOMM,Kommune,84.110,Generell offentlig administrasjon,,,,,,,true,3809,www.halden.kommune.no/,Postboks 150,HALDEN,1751,HALDEN,3101,Norge,NO,Storgata 8,HALDEN,1771,HALDEN,3101,Norge,NO,6500,Kommuneforvaltningen,,1995-06-07,,true,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Kommune,,,,,,,,,,,,Municipality
971259817,ØSTRE BÆRUM SANITETSFORENING,FLI,Forening/lag/innretning,88.995,Sosiale velferdsorganisasjoner,,,,,,,true,,,,,,,,,,Gartnerveien 8,BEKKESTUA,1356,BÆRUM,3201,Norge,NO,7000,Ideelle organisasjoner,,1995-02-20,1910-11-11,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,Forening.,,,,,,,,,,,,Association/club/facility
998562988,ÅSDALSVEIEN 13 B AS,AS,Aksjeselskap,68.320,Eiendomsforvaltning,,,,,,,false,,,Nordstrandveien 41,OSLO,1163,OSLO,0301,Norge,NO,Åsdalsveien 13B,OSLO,1166,OSLO,0301,Norge,NO,2100,Private aksjeselskaper mv.,2022,2012-08-14,2012-06-19,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2014-02-05,"Drifte, forvalte og vedlikeholde eiendommen Åsdalsveien 13 B slik at den er tilrettelagt for fortsatt barnehagedrift for barn i Nordstrandsområde. Selskapet har ikke næringsvirksomhet som formål.","Drifte, forvalte og vedlikeholde eiendommen Åsdalsveien 13 B slik at den er tilrettelagt for fortsatt barnehagedrift i Nordstrandsområdet. Selskapet har ikke næringsvirksomhet som formål.",,,,,,,,,,,,Limited company (AS)
970189297,FØLLING GRENDEHUS SA,SA,Samvirkeforetak,56.101,Drift av restauranter og kafeer,,,,,,,true,,,c/o Falstads Regnskapsservice AS/nBrugata 2,STEINKJER,7715,STEINKJER,5006,Norge,NO,Følling,STEINKJER,7732,STEINKJER,5006,Norge,NO,2100,Private aksjeselskaper mv.,2005,1995-02-20,1935-01-01,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2017-03-29,"Stå som fester av og å forvalte eiendommen gnr 365 bnr 7 i Steinkjer kommune med samfunnshus, ved utleie til blant annet barnehage, møter, teaterfremsyninger, konserter, fester og andre sosiale og kulturelle tiltak.",Drift av restauranter og kaféer,,,,,,,,,,,,Cooperative
981303059,TERTNES IDRETTSLAG ALLIANSE,FLI,Forening/lag/innretning,93.120,Idrettslag og -klubber,,,,,,,false,,www.tertnes.no,c/o Tor Martin Misund/nMorviklien 49,MORVIK,5124,BERGEN,4601,Norge,NO,Tertnesveien 24,TERTNES,5113,BERGEN,4601,Norge,NO,7000,Ideelle organisasjoner,2002,2000-01-10,1999-09-01,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,Allianseidrettslag.,,,,,,,,,,,,Association/club/facility
977000041,DOLSTAD SOKN,KIRK,Den norske kirke,94.910,Religiøse organisasjoner,,,,,,,false,,www.vefsn.kirken.no,,,,,,,,Fearnleys gate 17,MOSJØEN,8656,VEFSN,1824,Norge,NO,6500,Kommuneforvaltningen,,1997-01-27,,false,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Sokn,,,,,,,,,,,,The Church of Norway
976990552,HOLMESTRAND KIRKELIGE FELLESRÅD,KIRK,Den norske kirke,94.910,Religiøse organisasjoner,,,,,,,true,53,www.holmestrand.kirken.no,,,,,,,,Hofslundveien 5,HOF,3090,HOLMESTRAND,3903,Norge,NO,6500,Kommuneforvaltningen,,1997-01-27,,true,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Kirkelig fellesråd,,,,,,,,,,,,The Church of Norway
988983837,NIBIO - NORSK INSTITUTT FOR BIOØKONOMI,ORGL,Organisasjonsledd,72.190,Annen forskning og annet utviklingsarbeid innen naturvitenskap og teknikk,,,,,,,true,805,www.nibio.no,Postboks 115,ÅS,1431,ÅS,3218,Norge,NO,Høgskoleveien 7,ÅS,1433,ÅS,3218,Norge,NO,6100,Statsforvaltningen,,2005-11-28,,true,Utleier av bygg eller anlegg,false,false,false,false,,false,,false,,,,,,972417874,Bokmål,,,"Norsk institutt for bioøkonomi, NIBIO, er et nasjonalt forskningsinstitutt eid av Landbruks- og matdepartementet. Instituttet skal bidra til matsikkerhet, bærekraftig ressursforvaltning, innovasjon og verdiskaping innenfor verdikjedene for mat, skog og andre biobaserte næringer. Instituttet skal levere forskning, forvaltningsstøtte og kunnskap til anvendelse i nasjonal beredskap, forvaltning, næringsliv og samfunnet forøvrig.",,,,,,,,,,,,Organizational unit
979250924,LØRENSKOG LANDBRUKSFORENING,FLI,Forening/lag/innretning,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,true,,,v/Tore Ruud/nLosbyveien 74,FINSTADJORDET,1475,LØRENSKOG,3222,Norge,NO,Løkenåsveien 41,LØRENSKOG,1473,LØRENSKOG,3222,Norge,NO,7000,Ideelle organisasjoner,,1997-11-10,,false,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Utleie av forsamlingshus.,,,,,,,,,,,,Association/club/facility
983476732,SJÅSTAD SANITETSFORENING,FLI,Forening/lag/innretning,88.999,Andre sosialtjenester uten botilbud,,,,,,,false,,,c/o Torild Blegen/nÅmotveien 8,LIER,3405,LIER,3312,Norge,NO,Merengata 3,LIER,3405,LIER,3312,Norge,NO,7000,Ideelle organisasjoner,,2001-09-12,1951-06-29,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,"Humanitært arbeid i lokalmiljøet. Barnehage, eldrekafe m.m.",,,,,,,,,,,,Association/club/facility
993632821,TÅSEN IL,FLI,Forening/lag/innretning,93.120,Idrettslag og -klubber,,,,,,,false,,idrett.speaker.no/Organisation.asp?id=66002,c/o Anne Berit Bergo/nUgleveien 4A,OSLO,0853,OSLO,0301,Norge,NO,Tåsenveien 32,OSLO,0870,OSLO,0301,Norge,NO,7000,Ideelle organisasjoner,,2009-02-12,1924-05-24,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,"Idrettslagets formål er å drive idrett organisert i Norges idrettsforbund og olympiske og paralympiske komité (NIF). Arbeidet skal preges av frivillighet, demokrati, lojalitet og likeverd. All idrettslig aktivitet skal bygge på grunnverdier som idrettsglede, fellesskap, helse og ærlighet.",,,,,,,,,,,,Association/club/facility
971363517,STIFTINGA STEDJETUNET,STI,Stiftelse,94.910,Religiøse organisasjoner,,,,,,,false,,,,,,,,,,c/o Ove Bukholm/nStadheimgarden 87,LEIKANGER,6863,SOGNDAL,4640,Norge,NO,7000,Ideelle organisasjoner,2022,1995-02-20,,true,Utleier av bygg eller anlegg,false,false,true,false,,false,,false,,,,,,,Nynorsk,,,Å forvalta eiga til stiftinga på ein økonomisk forsvarleg måte og slik at det kan fremja alt kyrkjeleg/kristent arbeid i prestegjeldet.,,,,,,,,,,,,Foundation
977258855,FREKHAUG INDREMISJON,FLI,Forening/lag/innretning,94.910,Religiøse organisasjoner,,,,,,,true,6,www.frekhaugindremisjon.no,,,,,,,,Holtermandsvegen 2C,FREKHAUG,5918,ALVER,4631,Norge,NO,7000,Ideelle organisasjoner,,1997-02-19,1870-12-31,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,Indremisjonsforening.,,,,,,,,,,,,Association/club/facility
955378024,STIFTELSEN LILLEHAMMER MUSEUM,STI,Stiftelse,91.022,Drift av kulturhistoriske museer,,,,,,,true,149,www.maihaugen.no,,,,,,,,Maihaugvegen 1,LILLEHAMMER,2609,LILLEHAMMER,3405,Norge,NO,6500,Kommuneforvaltningen,2023,1995-02-19,1887-01-01,true,Utleier av bygg eller anlegg,false,true,true,false,,false,,false,,,,,,,Bokmål,2018-09-05,"Samle inn, bevare, dokumentere og formidle kunnskap om materielle og immaterielle kulturminner, og å skape interesse for og økt kjennskap til billedkunst og andre visuelle uttrykksformer.   Med utgangspunkt i samlingene skal stiftelsen drive forskning og formidle kunnskap gjennom utstillinger, publikasjoner, undervisning og andre former for opplevelser og informasjon.   Stiftelsen har ansvar for forvaltning og drift av Maihaugen. Håndverk, håndverkstradisjoner og samtidsdokumentasjon er et nasjonalt ansvar. For bygdesamlingen (Bygda) og bysamlingen (Byen) på Maihaugen er det geografiske ansvarsområdet Gudbrandsdalen og Lillehammer, og for boligsamlingen (Boligfeltet) er det Østlandet.   Stiftelsen har ansvar for forvaltning og drift av Lillehammer Kunstmuseum.   Stiftelsen har en nasjonal oppgave gjennom forvaltning og driftsansvar for Norges Postmuseum, dikterhjemmene Aulestad og Bjerkebæk, Norges Olympiske Museum og Norsk håndverksinstitutt.   Stiftelsen kan også påta seg det faglige og økonomiske ansvar for drift av andre museer.   Stiftelsen kan drive annen forretningsvirksomhet som står i naturlig tilknytning til museumsvirksomheten.  ","Museumsdrift, med innsamling, dokumentasjon, forskning og formidling. Servering, souvenir- og kiosksalg.",,,,,,,,,,,,Foundation
976820037,OSLO KOMMUNE UTDANNINGSETATEN,ORGL,Organisasjonsledd,84.120,"Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern",,,,,,,true,30495,utdanningsetaten.oslo.kommune.no,Postboks 6127 Etterstad,OSLO,0602,OSLO,0301,Norge,NO,Grensesvingen 6,OSLO,0663,OSLO,0301,Norge,NO,6500,Kommuneforvaltningen,,1997-08-05,1997-01-01,true,,false,false,false,false,,false,,false,,,,,,974767597,Bokmål,,,Offentlig administrasjon tilknyttet undervisning,,,,,,,,,,,,Organizational unit
971460490,STIFTELSEN NEDRE BLEIKER BARNEHUS,STI,Stiftelse,88.911,Barnehager,,,,,,,true,27,,,,,,,,,v/Annemor Onarheim/nBleikervangen 22,ASKER,1387,ASKER,3203,Norge,NO,2100,Private aksjeselskaper mv.,2023,1995-02-20,1982-01-01,false,,true,false,true,false,,false,,false,,,,,,,Bokmål,,,Eier av barnehus hvor det drives privat barnehage og barnepark.,,,,,,,,,,,,Foundation
993046132,SAMEIET MENIGHETSHUSET HOLØSÅSEN,SAM,Tingsrettslig sameie,,,,,,,,,false,,,,,,,,,,Industriveien 6,RAKKESTAD,1890,RAKKESTAD,3120,Norge,NO,,,,2008-09-22,2008-07-03,false,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Drift av menighetshus.,,,,,,,,,,,,Legal co-ownership
976986008,RÅDE SOKN,KIRK,Den norske kirke,94.910,Religiøse organisasjoner,,,,,,,true,15,www.rade.kirken.no,Postboks 42,RÅDE,1641,RÅDE,3112,Norge,NO,Skråtorpveien 2C,RÅDE,1640,RÅDE,3112,Norge,NO,6500,Kommuneforvaltningen,,1997-01-27,,true,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Sokn/Fellesråd,,,,,,,,,,,,The Church of Norway
921875533,ÅFJORD KOMMUNE,KOMM,Kommune,84.110,Generell offentlig administrasjon,,,,,,,true,1165,,Postboks 54,ÅFJORD,7169,ÅFJORD,5058,Norge,NO,Øvre Årnes 1A,ÅFJORD,7170,ÅFJORD,5058,Norge,NO,6500,Kommuneforvaltningen,,2018-12-13,,true,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Kommune,,,,,,,,,,,,Municipality
970984712,HUSEBYGRENDA BORETTSLAG,BRL,Borettslag,68.201,Borettslag,,,,,,,false,,www.norian.no,c/o Norian Regnskap AS/nPostboks 1095 Sentrum,OSLO,0104,OSLO,0301,Norge,NO,c/o Norian Regnskap AS/nStortingsgata 2,OSLO,0158,OSLO,0301,Norge,NO,8300,Borettslag o.l.,2022,1995-02-20,1945-01-01,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2006-03-21,Borettslag.,Borettslag.,,,,,,,,,,,,Housing cooperative
940155223,GJØVIK KOMMUNE,KOMM,Kommune,84.110,Generell offentlig administrasjon,,,,,,,true,4647,www.gjovik.kommune.no/,Postboks 630,GJØVIK,2810,GJØVIK,3407,Norge,NO,Kauffeldts plass 1,GJØVIK,2815,GJØVIK,3407,Norge,NO,6500,Kommuneforvaltningen,,1995-06-07,,true,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Kommune,,,,,,,,,,,,Municipality
894202912,LØKKEBERGENE VEL,FLI,Forening/lag/innretning,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,,,,,,,false,,,c/o Løkkebergene vels barnehage/nPostboks 592,DRAMMEN,3002,DRAMMEN,3301,Norge,NO,Lammers gate 22,DRAMMEN,3014,DRAMMEN,3301,Norge,NO,7000,Ideelle organisasjoner,,2009-06-15,1951-02-07,false,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Velforening.,,,,,,,,,,,,Association/club/facility
871367442,MOLDE INDREMISJON,FLI,Forening/lag/innretning,94.910,Religiøse organisasjoner,88.911,Barnehager,,,,,true,,www.moldebedehus.no,,,,,,,,Fannestrandvegen 4,MOLDE,6415,MOLDE,1506,Norge,NO,7000,Ideelle organisasjoner,,1995-02-20,1995-02-20,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,Å vinne og bevare Moldes befolkning for Jesus. Drive indremisjonsarbeid.,,,,,,,,,,,,Association/club/facility
948473429,NYGÅRD BORETTSLAG,BRL,Borettslag,68.201,Borettslag,,,,,,,false,,www.obos.no,OBOS/nPostboks 6666 St Olavs plass,OSLO,0129,OSLO,0301,Norge,NO,OBOS/nHammersborg torg 1,OSLO,0179,OSLO,0301,Norge,NO,8300,Borettslag o.l.,2023,1995-02-19,1954-03-15,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2022-05-09,Borettslag.,Borettslag.,,,,,,,,,,,,Housing cooperative
986474234,ULLEVÅLSLETTA BOLIGSAMEIE,ESEK,Eierseksjonssameie,,,,,,,,,false,,,v/ OBOS Eiendomsforvaltning AS/nPostboks 6666 St. Olavs plass,OSLO,0129,OSLO,0301,Norge,NO,v/ OBOS Eiendomsforvaltning AS/nHammersborg torg 1,OSLO,0179,OSLO,0301,Norge,NO,,,2023,2004-03-01,1984-05-07,false,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Boligsameie.,,,,,,,,,,,,Condominium
931073737,MATHIESEN EIDSVOLD VÆRK ANS,ANS,Ansvarlig selskap med solidarisk ansvar,02.200,Avvirkning,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,true,18,,Postboks 24,HURDAL,2091,HURDAL,3242,Norge,NO,Brustad,HURDAL,2090,HURDAL,3242,Norge,NO,2300,Personlige foretak,2022,1995-02-19,1671-12-31,true,"Bortforpakter av landbrukseiendom, Utleier av bygg eller anlegg",false,true,false,false,,false,,false,,,,,,,Bokmål,2022-03-15,"Drift av skogbruk, jordbruk og eiendomsforvaltning samt annen virksomhet som naturlig faller inn under dette. Selskapet er en direkte fortsettelse av Mathiesen-Eidsvold Værk.  ","Skogbruk, jordbruk og eiendomsforvaltning samt annen virksomhet som naturlig faller inn under dette.",,,,,,,,,,,,General partnership with joint liability (ANS)
959901064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992410213,OSLO KOMMUNE KULTURETATEN,ORGL,Organisasjonsledd,84.120,"Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern",,,,,,,true,723,www.kulturetaten.oslo.kommune.no,Postboks 1453 Vika,OSLO,0116,OSLO,0301,Norge,NO,Storgata 25,OSLO,0184,OSLO,0301,Norge,NO,6500,Kommuneforvaltningen,,2008-03-06,2008-03-01,true,Utleier av bygg eller anlegg,false,false,false,false,,false,,false,,,,,,997703634,Bokmål,,,Kulturelle aktivitet til byens borgere.,,,,,,,,,,,,Organizational unit
971474807,STIFTELSEN HAUGTUSSA,STI,Stiftelse,88.911,Barnehager,,,,,,,false,,www.haugtussa.barnehage.no,,,,,,,,Trollstien 11,ELNESVÅGEN,6440,HUSTADVIKA,1579,Norge,NO,2100,Private aksjeselskaper mv.,2023,1995-02-20,1988-01-01,false,,false,false,true,false,,false,,false,,,,,,,Bokmål,,,Eie og drive barnehager.,,,,,,,,,,,,Foundation
928203336,IMI STØLEN,OPMV,"Særskilt oppdelt enhet, jf. mval. § 2-2",,,,,,,,,false,,imi-stolen,,,,,,,,Nedre Stølsvegen 36,OPPDAL,7346,OPPDAL,5021,Norge,NO,,,,2021-11-24,1999-07-01,true,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,"Drift av hotell, pensjonat, motell og restaurant. Drift av campingplass.",,,,,,,,,,,,"Specially divided unit, according to VAT Act § 2-2"
922121893,SOGNDAL KOMMUNE,KOMM,Kommune,84.110,Generell offentlig administrasjon,,,,,,,true,2432,www.sogndal.kommune.no,Postboks 153,SOGNDAL,6856,SOGNDAL,4640,Norge,NO,Riverdalen 5,LEIKANGER,6863,SOGNDAL,4640,Norge,NO,6500,Kommuneforvaltningen,,2019-01-28,,true,Utleier av bygg eller anlegg,false,false,false,false,,false,,false,,,,,,,Nynorsk,,,Kommune,,,,,,,,,,,,Municipality
988520462,ROKKE BYGDELAG,FLI,Forening/lag/innretning,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,,,,,,,false,,www.rokketunet.no,,,,,,,,Rokkeveien 739,HALDEN,1763,HALDEN,3101,Norge,NO,7000,Ideelle organisasjoner,,2007-02-19,1983-02-15,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,Ivareta bygdas interesser og virke for at bygda skal bli er enda triveligere sted å bo.,,,,,,,,,,,,Association/club/facility
971251042,MARKER NORMISJON,FLI,Forening/lag/innretning,94.910,Religiøse organisasjoner,,,,,,,false,,,,,,,,,,c/o Thor Andreas Buer/nHaldenveien 934,ØRJE,1870,MARKER,3122,Norge,NO,7000,Ideelle organisasjoner,,1995-02-20,1879-12-31,false,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,"Misjonsforening, startet i 1879. Forkynnelse, møtevirksomhet.",,,,,,,,,,,,Association/club/facility
922835683,INDRE ØSTFOLD KIRKELIGE FELLESRÅD,KIRK,Den norske kirke,94.910,Religiøse organisasjoner,,,,,,,true,60,www.kirken.no/indreostfold,,,,,,,,Kirkegata 31,ASKIM,1814,INDRE ØSTFOLD,3118,Norge,NO,6500,Kommuneforvaltningen,,2019-06-24,2017-09-14,true,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Kirkelig fellesråd.,,,,,,,,,,,,The Church of Norway
981448561,NESODDEN IF,FLI,Forening/lag/innretning,93.120,Idrettslag og -klubber,,,,,,,true,142,www.nesoddenif.no,Berger Stadion/nPostboks 188,NESODDTANGEN,1451,NESODDEN,3212,Norge,NO,Bergersletta 125,NESODDEN,1459,NESODDEN,3212,Norge,NO,7000,Ideelle organisasjoner,2016,2000-03-07,1920-06-20,true,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,"Idrettsforening, import av idrettsutstyr og idrettsklær.",,,,,,,,,,,,Association/club/facility
938111545,NORSK HYDROS PENSJONSKASSE,PK,Pensjonskasse,65.300,Pensjonskasser,,,,,,,false,,,Postboks 980  Skøyen,OSLO,0240,OSLO,0301,Norge,NO,Drammensveien 264,OSLO,0283,OSLO,0301,Norge,NO,5500,Livsforsikringsselskaper og pensjonskasser,2023,1995-02-19,1968-07-01,true,Utleier av bygg eller anlegg,false,true,false,false,,false,,false,,,,,,,Bokmål,2024-03-18,"Pensjonskassen ble opprettet 1. juli 1968 av Norsk Hydro ASA for å forvalte pensjonsordning for foretakets ansatte, tidligere ansatte og pensjonister samt tilknyttet virksomhet, som beskrevet i avtaleverket inngått mellom pensjonskassen, foretaket og konernforetakene.   Pensjonskassen kan også forvalte pensjonsordning for andre tilknyttede enheter (konsernforetak). Dette forutsetter beslutning fra pensjonskassens styre og aktuelle enheter.   Følgende tilknyttede enheter har pensjonsordning i pensjonskassen: Hycast AS, Hydro Aluminium AS, Øst-Telemarkens Brukseierforening, Hydro Energi AS, Industriforsikring AS og Hydro Kapitalforvaltning AS.   Styret i pensjonskassen kan, i samsvar med pensjonskassens konsesjon, fatte vedtak om å tilby en enhet ordning i pensjonskassen.   Pensjonskassens virksomhet innbefatter forvaltning av: alderspensjon, uførepensjon, etterlatteytelser til ektefelle/samboer/andre pensjonsberettigede, barnepensjon, fripoliser og fortsettelsesforsikring.","Å yte alders- og uførhetspensjoner til de arbeids- takere ved Hydro som er medlemmer av pensjons- kassen, og ektefelle- og barnepensjoner til deres etterlatte.",,,,,,,,,,,,Pension fund
976994191,SLETTEBAKKEN SOKN,KIRK,Den norske kirke,94.910,Religiøse organisasjoner,,,,,,,false,,www.kirken.no/slettebakken,,,,,,,,Vilhelm Bjerknes' vei 31,BERGEN,5081,BERGEN,4601,Norge,NO,6500,Kommuneforvaltningen,,1997-01-27,,false,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Sokn,,,,,,,,,,,,The Church of Norway
954647625,BØNES VEST GRENDAHUS SA,SA,Samvirkeforetak,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,false,,,Postboks 59,BERGEN,5849,BERGEN,4601,Norge,NO,Våkleivskogen 160,BØNES,5155,BERGEN,4601,Norge,NO,2100,Private aksjeselskaper mv.,2022,1995-02-19,1983-12-14,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2013-02-21,"Erverve tomten gnr 21, bnr 1214 på Bønes i Fana for å reise og drive et grendahus for å skaffe området et samlingssted med rom for barnehage, barnepark, barne- og ungdomsaktiviteter, kultur- aktiviteter, eldretreff, trimaktiviteter, fester og andre tilsvarende aktiviteter og arrangementer. Anlegge ballbane, lekeplass eller andre bygg som skal brukes til felles formål for andelseierne.","Erverve tomten gnr 21, bnr 1214 på Bønes i Fana for å reise og drive et grendahus for å skaffe området et samlingssted med rom for barnehage, barnepark, barne- og ungdomsaktiviteter, kultur- aktiviteter, eldretreff, trimaktiviteter, fester og andre tilsvarende aktiviteter og arrangementer. Anlegge ballbane, lekeplass eller andre bygg som skal brukes til felles formål for andelseierne.",,,,,,,,,,,,Cooperative
